acousticness,album_id,artists_id,danceability,disc_number,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,playlist,popularity,speechiness,tempo,time_signature,track_number,valence
0.099,0ab5JnF8emGteBhcsLQPtz,"1FcH3hHeVuLnWNZnwQq29l,0EkeJ6GVLK1AR4CxYsdNcq,0QFbEJKvK07HwzzDVmUo4h,2MfsilkTiFSCDIfWdVQTxP",0.735,1,134067,0.601,6PwWoGdbvKVglyPqFmG6vM,0.525,11,0.356,-10.57,0,Zte,dataset,1,0.1,110.043,4,7,0.368
0.011,0ab5JnF8emGteBhcsLQPtz,"1FcH3hHeVuLnWNZnwQq29l,24bcqIDy1kxGa9uTlSGe5x",0.587,1,206200,0.579,5UXPCmmKkEZGNA3SlmLH39,0.872,2,0.132,-11.019,1,Koi,dataset,1,0.0359,134.994,4,1,0.374
0.822,3VvHonnheur0qt4kKUFxbP,0GDacVSjt9x112n4HVyDue,0.351,1,203640,0.343,7rTv3h0OJcn4zHjXzltaFL,0.00252,9,0.86,-11.505,0,La guerra di Piero,dataset,0,0.0478,147.771,3,3,0.582
0.107,0bMqrWz11OVKWS9uQgJmEi,"6ZAsAC5g3ijGHPCstECRkX,1wIPlER7isDabOSJw0bhAk,0SonizLa38tbB4kLIFlXdi,1FcH3hHeVuLnWNZnwQq29l",0.662,1,243947,0.86,627wpEfeAkw4TGdyHd3tdQ,2.13e-05,7,0.233,-4.652,1,Agoa,dataset,1,0.116,134.965,4,10,0.322
0.355,640jM4slSZl91IHfX0CiWH,2caOYPej26UoQOyFnzXW3G,0.429,1,307680,0.219,2SvXqxiG2ntfkEWvuABT7u,2.69e-06,9,0.106,-14.25,1,Il mio canto libero,dataset,57,0.0471,133.837,4,8,0.0778
0.066,0bMqrWz11OVKWS9uQgJmEi,"6ZAsAC5g3ijGHPCstECRkX,1wIPlER7isDabOSJw0bhAk,0SonizLa38tbB4kLIFlXdi,1FcH3hHeVuLnWNZnwQq29l",0.829,1,179440,0.826,1ARaoMxi2evDYSY40yDULE,0.151,6,0.254,-5.365,0,Tropu po mei,dataset,1,0.197,155.992,4,7,0.609
0.0947,0bMqrWz11OVKWS9uQgJmEi,"6ZAsAC5g3ijGHPCstECRkX,1wIPlER7isDabOSJw0bhAk,0SonizLa38tbB4kLIFlXdi,1FcH3hHeVuLnWNZnwQq29l",0.82,1,194187,0.781,0BJdMnxVxPbhIkkOqUlFFg,0.375,10,0.0636,-5.867,0,Labai,dataset,2,0.0607,90.018,4,1,0.804
0.202,60szvcndZTCqG9E7GSAplB,6FXMGgJwohJLUSr5nVlf9X,0.489,1,459147,0.506,7eeEtLXBHuAjXoPBYajQT2,0.676,7,0.0916,-13.68,0,Everywhen,dataset,39,0.0318,156.775,4,3,0.0387
0.0778,5mAPk4qeNqVLtNydaWbWlf,6FXMGgJwohJLUSr5nVlf9X,0.855,1,261827,0.496,4tVhBXOhSlqYCL2IjyoUNu,0.451,5,0.12,-10.572,1,Blue Lines - 2012 Mix/Master,dataset,51,0.0824,95.494,4,3,0.947
0.167,5C6579KEvJj9AWaZtjSflC,"0PFtn5NtBbbUNbU9EAmIWF,7MSUfLeTdDEoZiJPDSBXgi,5S0AJvE9NB1kGrXRfYh690",0.194,1,261320,0.114,2FOZhjP4KGNWoLnUb7pkK1,0.923,2,0.0897,-23.124,0,Prophecy Theme,dataset,47,0.0457,85.074,5,9,0.0558
0.335,5C6579KEvJj9AWaZtjSflC,0PFtn5NtBbbUNbU9EAmIWF,0.235,1,84533,0.362,457i1Tmtmm2Z2XH6ILFPgE,0.0148,7,0.512,-15.81,1,The Floating Fat Man (The Baron),dataset,24,0.0435,104.665,4,6,0.109
0.179,1C30LhZB9I48LdpVCRRYvq,0uCCBpmg6MrPb1KY2msceF,0.577,1,322547,0.903,4bXkJxL5o6ro4iLmBAl80E,0.901,4,0.336,-9.162,0,Homeless,dataset,35,0.157,136.553,4,11,0.578
0.00079,47xaqCsJcYFWqD1gwujl1T,4Z8W4fKeB5YxbusRsdQVPb,0.582,1,449493,0.949,1AVrv7FD10FoKW38oBiKRg,0.606,7,0.0898,-7.958,1,Bloom (Blawan Rmx),dataset,27,0.154,123.999,4,14,0.0327
0.0906,16BF4fvjjxlzrdKrUl4k5F,602DnpaSXJB4b9DZrvxbDc,0.742,1,201333,0.0899,2CeqxyOZEyiL6pTDYZ9gPH,0.0,9,0.113,-19.187,0,Fever,dataset,63,0.158,137.473,4,6,0.351
0.813,1q2ErTOAW7U3cx1LqucD1a,38CPjAAqYV8lTYi6clzbjG,0.376,1,231467,0.368,5ViM2bwFjNqx6K7w1iFlOE,0.916,4,0.111,-19.084,1,Somewhere I Belong,dataset,50,0.0315,100.972,4,11,0.186
0.0166,06814vxpRbL5CPMk1CTvOk,2mVVjNmdjXZZDvhgQWiakk,0.589,1,234914,0.511,3uf5RwbZC29rMTyr6ZXX0H,0.89,0,0.125,-10.961,1,Shida,dataset,51,0.0333,139.1,4,10,0.896
0.838,7MeDqREJNAU5D80vI2xCol,3u9rbdcmA6CxjxOAkjaeFr,0.713,1,424080,0.347,7vfILe0geNdQ7ilJYF45SU,0.937,8,0.111,-11.871,0,Abusey Junction,dataset,62,0.0576,84.007,4,4,0.372
0.000739,6J1uOpuz9BCrysnl7hDRSS,6ap5FlXui4P9SWOKz98o9Z,0.49,1,171619,0.701,3Blaxlb5zTwBwTRrARb7di,0.181,5,0.315,-4.684,0,One Cup of Happiness,dataset,59,0.0487,100.018,4,1,0.588
0.11,5hEpJAnE6SPm4CDnjGt3OL,2mVVjNmdjXZZDvhgQWiakk,0.632,1,221219,0.396,0Jx3En8dPUt53P1gXyaOLZ,0.827,2,0.101,-12.926,0,The Number 4,dataset,50,0.0324,81.734,4,3,0.885
0.563,7At6mG0vv1DWLVuRrRr3S0,2mVVjNmdjXZZDvhgQWiakk,0.513,1,209025,0.393,230tKtsKM3eigmK2CtssAO,0.894,2,0.907,-13.338,1,A Calf Born in Winter,dataset,55,0.0305,82.616,4,1,0.513
0.533,7At6mG0vv1DWLVuRrRr3S0,2mVVjNmdjXZZDvhgQWiakk,0.655,1,219415,0.372,6fsrSoXQfD9kZUknVBGWS9,0.913,11,0.0972,-10.878,0,The Recital That Never Happened,dataset,48,0.0297,81.402,4,2,0.689
0.0867,5hEpJAnE6SPm4CDnjGt3OL,2mVVjNmdjXZZDvhgQWiakk,0.547,1,181225,0.537,3zUM8mxX7fMh3eSARfnazf,0.893,11,0.0979,-9.923,0,Master of Life,dataset,47,0.0321,84.959,4,1,0.709
0.224,5hEpJAnE6SPm4CDnjGt3OL,2mVVjNmdjXZZDvhgQWiakk,0.542,1,163962,0.518,1e5nuWd8w0ZQlgEA19okwE,0.858,1,0.0797,-11.332,0,The Number 3,dataset,48,0.0313,85.922,4,2,0.531
0.349,0609boj0n6y9QvmgeNcUzr,2uxy7shOeojRrRr9EwD2t7,0.403,1,263976,0.557,15Y7Dc86Wj6jMnwnuyza7j,0.00234,11,0.109,-7.842,0,Máquina del Tiempo,dataset,49,0.0447,203.928,4,2,0.319
0.0988,3yXIkSJWpudtgF0TZuB16U,2qwi0hBvI2GrbkurOnw3hZ,0.701,1,392593,0.779,45FAMJcFXi54enCDY0zUMy,0.844,7,0.363,-12.888,1,Via Sub Mids,dataset,33,0.0573,147.022,4,5,0.384
0.887,1pcsWOIF1jxRMaIdRhWHjG,6lHO1eGthNnos9KP2BH0cG,0.635,1,262093,0.225,2b6VK3Re0nON3sLFLK1qQa,0.597,6,0.116,-15.183,0,Lust,dataset,44,0.0536,118.816,4,1,0.141
0.129,5Azt3sbaFAcOEtWlnOOFyY,28Y1hMhuru402KjzFJDegi,0.831,1,307438,0.686,5dZ8vK6v8Q7esoixhk3VHD,0.516,6,0.0835,-8.945,0,Ahmad - Damiano Von Erckert Mix,dataset,14,0.076,120.966,4,2,0.465
0.00183,6fnEfAgnc4jJtCFnXJasII,6ofdjjT2rgq6wBJ82ipNtA,0.707,1,411669,0.826,0TItRkLPSTZT1EDtljR5hV,0.894,6,0.661,-9.996,0,Hellion,dataset,18,0.067,124.006,4,12,0.264
0.000641,6fnEfAgnc4jJtCFnXJasII,2VCxvHgk5rfMNf27Eraf68,0.552,1,372355,0.962,6caxyLDIKxYn8KUCnrKsgC,0.58,7,0.576,-7.486,1,Cuori Strapazzati,dataset,11,0.0476,122.003,4,18,0.442
0.398,6fnEfAgnc4jJtCFnXJasII,6rr6POhpIL25CJFS3o3Dym,0.679,1,309040,0.34,5B8cFNKxFAkxr4JGeJZITb,0.945,0,0.0853,-13.441,1,Before I Let You Go,dataset,16,0.03,107.986,4,4,0.449
0.0031,7sXufweikTP0DcDSBGwpoD,4ZbsxiS90Pj1gLeDv3A9mN,0.492,1,207520,0.939,21Ay8mJRYQuOMZp7qyQXl6,3.23e-05,7,0.109,-4.667,1,50 Special,dataset,58,0.0314,160.173,4,3,0.893
0.233,6C91Sp5eJ1LPEFuSoEf5vw,2caOYPej26UoQOyFnzXW3G,0.518,1,176240,0.527,4xq1trF0ztWPjtwlYkqAEw,0.0,9,0.14,-9.723,0,Dieci ragazze,dataset,48,0.0399,80.983,4,7,0.683
0.0238,26qaxSxlPcfjVDYKNxjLQn,1VPmR4DJC1PlOtd0IADAO0,0.803,1,133773,0.691,47FAjWMQY5StdXLA5TTAQQ,0.000254,1,0.111,-7.713,1,I Hung Myself For A Persona,dataset,51,0.154,140.072,4,2,0.179
0.0491,7Ct27tNvJQO4HSqDHi7QMQ,4Oov8BULUOBiX6UVpP04JW,0.598,1,215969,0.875,2snJVRH8IJToJRkfSI5Boq,0.00114,7,0.342,-5.66,1,Airwalkin',dataset,37,0.31,168.871,4,2,0.616
0.42,6QW0AjRzQmHoUxwT570bJX,"5Uy8Skuxzxf38jMDTndKIU,7rs7LuOnKkLjxj3Lr8J90k",0.764,1,197560,0.466,6QBxQiVY4ITJtwV7uGSDqw,0.914,10,0.0931,-9.786,0,Banda,dataset,17,0.0902,94.005,4,6,0.221
0.203,6QW0AjRzQmHoUxwT570bJX,"5Uy8Skuxzxf38jMDTndKIU,1C2Gz0VQuVWtaLWd54ujI5",0.751,1,493760,0.371,7eNSgICl11uh6hzLfDXV6d,0.869,6,0.15,-10.562,0,Flores no Mar,dataset,23,0.0538,126.017,4,3,0.0549
0.0145,5F7t2oVAxnazEU21nbUZGc,7EFB09NxZrMi9pGlOnuBpd,0.365,1,364647,0.69,5UDWg4WCYA3R5lydLVz1FO,0.534,11,0.222,-9.641,0,Hologram,dataset,34,0.0661,172.136,4,1,0.161
0.000397,6ymZBbRSmzAvoSGmwAFoxm,6zvul52xwTWzilBZl6BUbT,0.487,1,173173,0.885,3FzKPS0oVknVlCW3PhxIHl,0.347,5,0.0973,-12.005,1,Debaser,dataset,64,0.0427,135.516,4,1,0.579
0.0285,7JggdVIipgSShK1uk7N1hP,"5vpW1Chvuq7KHiDtlc9zeh,47hE4Qx5nJWMSivrAsBdzP,4O71i7ke5iIBX6RNSFoZbS",0.64,1,503697,0.604,3KwMztNS37mSdU5hV2VLQj,0.545,6,0.075,-8.789,0,The Mole - Trentemøller Remix,dataset,17,0.0547,96.97,4,13,0.0785
0.157,7JggdVIipgSShK1uk7N1hP,4O71i7ke5iIBX6RNSFoZbS,0.653,1,355960,0.675,7IYXmCRPfUbzxJNO1dlxmM,0.825,4,0.106,-13.308,0,Tide - Alternative Instrumental Version,dataset,17,0.0414,111.001,4,11,0.0939
0.00092,7JggdVIipgSShK1uk7N1hP,"2jYMYP2SVifgmzNRQJx3SJ,4O71i7ke5iIBX6RNSFoZbS",0.706,1,567533,0.621,6LJAWWFaQMGoA4mKL0qWZi,0.804,10,0.111,-11.079,0,The White Flash - Trentemøller Remix,dataset,19,0.0653,126.987,4,8,0.205
9.76e-05,7JggdVIipgSShK1uk7N1hP,"4O71i7ke5iIBX6RNSFoZbS,5J85JTgIYIUP276hmuIozn",0.711,1,398027,0.619,5l4MQxogdo6M0mG626ncnb,0.838,4,0.0874,-7.403,0,"Silver Surfer, Ghost Rider Go !!! - Andrew Weatherall Prinz Mix",dataset,21,0.0468,131.177,4,5,0.629
0.000329,3hbotlRkYXHeM4TitsgQin,0uCCBpmg6MrPb1KY2msceF,0.774,1,306640,0.592,7sjuBJuxCdCNymLJBIAKJK,0.898,0,0.134,-7.107,1,South London Boroughs,dataset,23,0.0831,136.951,4,1,0.619
0.05,3A1kutvBmC6czSsSv7aR5E,4IeWU3NYBI9mISFVhzXG8f,0.405,1,154326,0.972,4EHoVmJIqvuFjjf06vqBYn,0.000428,9,0.299,-5.111,1,Lampoon,dataset,34,0.196,188.066,4,9,0.59
0.0187,3A1kutvBmC6czSsSv7aR5E,4IeWU3NYBI9mISFVhzXG8f,0.19,1,251690,0.831,0wBK2hiRuFYcbp5SM6GJuP,0.32,4,0.374,-5.247,1,The Lick,dataset,36,0.0705,173.046,4,4,0.428
0.00301,4yyFE9FVXNayzv3v9boKDN,7EFB09NxZrMi9pGlOnuBpd,0.519,1,478493,0.825,6azqCTqRBYTyJh9geJ1HEG,0.735,1,0.103,-7.488,1,Sea Within A Sea,dataset,48,0.0322,144.019,4,10,0.415
0.553,34Pw4aKdO1TVOV74MpTnGb,3t7NdpIbIprOtDChVJ94DP,0.628,1,196534,0.62,1hdd4HKP7kqV5NOaDtFfnr,0.000874,5,0.167,-8.677,0,"Dio, come ti amo",dataset,48,0.0893,109.915,4,1,0.0966
0.0111,5uTI2HcpAywDP8Vo1DpJta,23NIwARd4vPbxt3wwNnJ6k,0.432,1,163413,0.817,7mVj1R3omIBoyFaMDV0fG4,0.0662,9,0.137,-3.162,1,Mardi Gras Beads,dataset,39,0.0343,118.688,4,4,0.604
0.0491,0j0djiGxLnBiW7meVc2PER,3C8RpaI3Go0yFF9whvKoED,0.472,1,252800,0.805,3f3HHRPF5vAo90GwdpDMaQ,0.0162,8,0.337,-5.793,1,Because I’m Me,dataset,58,0.086,94.922,4,2,0.512
9.24e-05,4PmfGftZJyCJJXfffejrZm,1N2FgBLehaq77UEdJhCt7f,0.694,1,543613,0.578,1eBCqRTfuaoki3C9W4hKal,0.555,7,0.295,-9.06,1,Only Love Can Break Your Heart - Andrew Weatherall Mix,dataset,35,0.0428,100.848,4,1,0.481
0.9,1vz94WpXDVYIEGja8cjFNa,5hW4L92KnC6dX9t7tYM4Ve,0.693,1,263480,0.201,7shVwhUdVbHpykOfbzvDc1,0.0,1,0.112,-9.903,1,A Case of You,dataset,68,0.0288,100.836,4,9,0.679
0.579,7JOdtLDLyXJIppDRB7kxr9,5hW4L92KnC6dX9t7tYM4Ve,0.611,1,134800,0.47,6UkMcAA19lTdjs22jtB7o2,0.0,4,0.581,-9.135,1,Big Yellow Taxi,dataset,71,0.0356,85.527,4,10,0.97
0.0945,6qAapBZqjiATXktzwBzzLC,"0VitAFMCI2apQxKzDjg1PU,2KXYAKQTxHuUHDtVgeGn6w,1gs79u8PKkWAW1yfymbkTt,0jdNdfi4vAuVi7a6cPDFBM",0.456,1,72133,0.885,2lWTk2SX6jvlgihqoWOhpt,0.0,0,0.367,-4.262,1,BLOODY BARS - STUDIOMOB (feat. Lazza),dataset,68,0.248,140.494,4,5,0.61
0.848,1dZ1YNQiR7LRMkrQydwy40,38CPjAAqYV8lTYi6clzbjG,0.471,1,321267,0.512,1FLOvSMfbnlpmlaYNI6Ogh,0.914,2,0.0988,-14.173,0,The Lady in the Moon,dataset,32,0.0467,87.919,4,6,0.491
0.181,3AQgdwMNCiN7awXch5fAaG,2x9SpqnPi8rlE9pjHBwmSC,0.644,1,259907,0.919,38Ngied9rBORlAbLYNCl4k,0.134,2,0.622,-6.289,1,Once in a Lifetime - 2005 Remaster,dataset,70,0.0561,117.459,4,4,0.871
0.677,3AQgdwMNCiN7awXch5fAaG,2x9SpqnPi8rlE9pjHBwmSC,0.744,1,273200,0.763,2hDMI3I7WGgHmP4EGAk7la,0.628,0,0.153,-10.399,1,Houses in Motion - 2005 Remaster,dataset,46,0.0643,101.838,4,5,0.963
0.215,3AQgdwMNCiN7awXch5fAaG,2x9SpqnPi8rlE9pjHBwmSC,0.734,1,349280,0.859,4eBCTzBsSjYgrLH5clQf2x,0.343,7,0.0823,-7.237,0,Born Under Punches (The Heat Goes On) - 2005 Remaster,dataset,55,0.0922,112.941,4,1,0.908
0.403,3AQgdwMNCiN7awXch5fAaG,2x9SpqnPi8rlE9pjHBwmSC,0.6,1,387560,0.869,35ljOibZSLEjOEPGrbaJsH,0.0205,10,0.0683,-5.591,1,The Great Curve - 2005 Remaster,dataset,48,0.0795,152.06,4,3,0.687
0.347,6ZgM0jM6nRUlK6wRXEONVc,73A3bLnfnz5BoQjb4gNCga,0.819,1,246507,0.599,73X9X7kDgsm4YeHpc8prf6,0.824,11,0.083,-6.778,1,Apricots,dataset,68,0.039,127.986,4,1,0.489
0.328,2QjhLePTnaWv2eBUbCwceA,0wwBxT2qVH327KlBJbwMEP,0.891,1,251720,0.445,3sj5y0QFI7D2hMoQXyTyFs,0.000426,9,0.242,-9.853,0,Nothing More to Say,dataset,42,0.0558,105.674,4,2,0.885
0.079,6qAapBZqjiATXktzwBzzLC,"0VitAFMCI2apQxKzDjg1PU,2KXYAKQTxHuUHDtVgeGn6w,1gs79u8PKkWAW1yfymbkTt,3hBQ4zniNdQf1cqqo6hzuW,5FkcU4BVzPptuB6AjobZIL,51ltJZ6rB893AdzgCxSOV3",0.507,1,146987,0.898,3CHiuPXn9ufDJhVy1xI4Jf,0.0,3,0.0835,-4.493,0,"MACHETE SATELLITE (feat. Salmo, Taxi B & Greg Willen)",dataset,72,0.477,142.828,4,1,0.527
0.0113,6w5N3oL83KiitLdFcCrzTj,4rfE3kN2zKNC9L9tt3iVOg,0.371,1,220538,0.921,6PtIXICwmoxCgLjw2zApDs,2.7e-05,9,0.43,-5.533,1,"Young Lady, You're Scaring Me",dataset,57,0.0784,109.675,4,1,0.508
0.00149,7mHmeFtsjrQ1BZT6d0OruX,"60yfafz0P3gqaUaOUIddae,1ChtRJ3f4rbv4vtz87i6CD,7wFDo161xYdeaiLz3KIHoM,21mKp7DqtSNHhCAU2ugvUw,2SrWifjYv7b5tR8EzEmn1x",0.594,1,313014,0.898,2F0ZLn3nqS6z9hD27qiDgX,0.825,2,0.118,-7.434,1,KNOW ME (feat. Gallant) - Cassian Remix,dataset,55,0.0332,125.004,4,1,0.0391
0.65,4q7ypBFqg35EiCWDbXsK8C,2SrWifjYv7b5tR8EzEmn1x,0.86,1,297904,0.503,4fHHSFn4eB1cxseLlNNzS9,0.113,6,0.124,-12.6,0,Do You?,dataset,47,0.0581,117.997,4,4,0.153
0.0649,06814vxpRbL5CPMk1CTvOk,2mVVjNmdjXZZDvhgQWiakk,0.582,1,286998,0.392,4z2XNXfoN8xnVP3rYdOU0l,0.92,4,0.645,-14.835,0,First Class,dataset,57,0.0376,83.057,4,1,0.603
0.00932,06814vxpRbL5CPMk1CTvOk,2mVVjNmdjXZZDvhgQWiakk,0.751,1,342189,0.49,4fMIe4htuvA8RoygYDFqO5,0.145,11,0.0725,-13.679,1,Time (You and I),dataset,65,0.0453,105.407,4,2,0.925
0.656,06814vxpRbL5CPMk1CTvOk,2mVVjNmdjXZZDvhgQWiakk,0.546,1,238216,0.259,4qh6Aw7Y7G4rxtRB3SUmqs,0.932,7,0.0781,-13.372,0,Dearest Alfred,dataset,53,0.0271,85.338,4,8,0.365
0.0569,06814vxpRbL5CPMk1CTvOk,2mVVjNmdjXZZDvhgQWiakk,0.582,1,270639,0.31,0Gcs85JHJPQCBSVqZrsyO5,0.878,1,0.563,-14.264,1,One to Remember,dataset,54,0.0444,149.174,4,7,0.865
0.0474,06814vxpRbL5CPMk1CTvOk,2mVVjNmdjXZZDvhgQWiakk,0.579,1,185165,0.449,4AihGF6dk12E3eGupierBT,0.856,7,0.108,-12.274,0,"Father Bird, Mother Bird",dataset,55,0.0329,82.654,4,4,0.576
0.661,2ZieYINaA8usZhjfwpFnlH,"3fZgTHf9UHEA1oLYLEhnk2,2aXNsQnRY9cyAcXDqXLL1F,7C7k2UEHadhnuwaiN4TSdU",0.81,1,213189,0.618,4bqTcIQAj0aqqyS5LzMVPx,3.93e-05,3,0.174,-7.265,0,Sit Back (feat. Truthos Mufasa & Black Josh),dataset,47,0.146,93.719,4,3,0.888
0.0764,7oL8vgqkkPnoQSmM3hddni,6uAcPBlZxLIzrTHuOaPqJZ,0.485,1,234614,0.862,4pUlFQTwa534kLdSGfL5vb,0.0,0,0.0785,-9.151,0,Bus Stop Jazz,dataset,38,0.422,113.106,5,1,0.6
0.00968,79hWOEtP2YmH9OpL1Aeo4w,6wq0ypfSKR1Baqi4qoJWsq,0.662,1,190187,0.682,50e8KL7TnyNKLaWfCSr0xf,0.821,8,0.584,-6.519,0,Blue Avenue,dataset,42,0.0304,94.008,4,20,0.422
0.172,79hWOEtP2YmH9OpL1Aeo4w,6wq0ypfSKR1Baqi4qoJWsq,0.701,1,317493,0.718,5RmxfYeyheGn4ExexjnKuy,0.0,9,0.106,-8.278,1,What's Real - Feat. Emanon,dataset,30,0.361,91.798,4,3,0.787
0.000132,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.198,1,179837,0.977,51js1dExwInVO163gghEHn,0.00247,11,0.266,-3.229,0,Anxiety,dataset,51,0.0616,170.154,4,4,0.315
0.000156,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.268,1,195568,0.881,39vG98RaRD15ipI7sImKID,5.74e-06,2,0.171,-3.548,1,Mr. Motivator,dataset,53,0.0597,158.701,4,3,0.387
0.00623,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.562,1,188716,0.537,6jYxxjpNcjglJbAyoxdNQO,0.0,7,0.316,-6.273,0,Grounds,dataset,55,0.073,100.757,4,2,0.465
3.39e-05,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.24,1,187451,0.956,2kYn0VPQY1iTY3XpCvUaPt,0.000752,0,0.0579,-3.335,1,War,dataset,58,0.07,93.486,4,1,0.205
0.000777,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.626,1,229579,0.867,67tybpBeEdUuHKnsZBR5FE,0.000315,10,0.518,-4.889,1,Kill Them With Kindness,dataset,49,0.0868,123.87,4,5,0.205
0.00312,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.47,1,234878,0.955,5Xr8dO5ALeh0r2LQv9kL8H,0.0,6,0.0924,-3.074,0,Model Village,dataset,53,0.0601,90.373,4,6,0.496
0.000176,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.374,1,230252,0.86,39OoMmnzRnoDBgunkGOcN0,1.07e-05,2,0.244,-5.893,1,Carcinogenic,dataset,49,0.0453,91.82,4,8,0.241
0.000137,20O6GKv8VfyvL4Gy0TAJs7,75mafsNqNE1WSEVxIKuY5C,0.426,1,242642,0.719,6xJV8Z5jYkETwIe610SlPW,0.0,7,0.0704,-1.264,1,Reigns,dataset,49,0.109,135.511,4,9,0.151
