danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,disc_number,name,popularity,preview_url,track_number,uri,playlist,artists_id,album_id
0.876,0.731,1,-5.833,0,0.0325,0.0163,0.0926,0.101,0.699,119.011,1ubVPccf8Vb9mL0XYpVpCV,276600,4,1,Fade Out Lines - The Avener Rework,64,https://p.scdn.co/mp3-preview/20074ec2ae8e3f2025f0d981fbfbcacc39530533?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:1ubVPccf8Vb9mL0XYpVpCV,dataset,"0e6qzpphJHtObTSwD75mi0,318VpIRUWele6jD0k3ldkT",6dUvmAyjqJv11TAWNoxsBP
0.719,0.835,1,-6.154,0,0.0357,0.0635,0.718,0.0718,0.746,110.009,68KXGQF5ncvuNDIwlBHNpI,184533,4,1,Fade Out Lines - Radio Edit,32,https://p.scdn.co/mp3-preview/695fa16f3d32e51a66fede564e8d3a75a1f8998d?cid=774b29d4f13844c495f206cafdad9c86,15,spotify:track:68KXGQF5ncvuNDIwlBHNpI,dataset,"0e6qzpphJHtObTSwD75mi0,318VpIRUWele6jD0k3ldkT,5EGOerlVYxwqxaTLEWumBR",6dUvmAyjqJv11TAWNoxsBP
0.516,0.726,6,-7.301,0,0.0611,0.158,0.0386,0.0956,0.481,119.531,5FH2dK89RFAs293DDuV31z,3250760,4,2,The Wanderings of The Avener - Continuous Mix,43,https://p.scdn.co/mp3-preview/b2b8634166456ed9f9c55604cdf64048af40d5d0?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5FH2dK89RFAs293DDuV31z,dataset,"0e6qzpphJHtObTSwD75mi0,3IVrpJxHeUFoYP4H6bxg57,1yNOfXGQNGjAynk77wv85x,37w38cCSGgKLdayTRjna4W,2L3kwZFd16zjHz9a5kEPAm,37PywjKNsxHji5F9eFODF2,3pEndDR2tczLfF3Rjpt5cC,5PrHzxc3kFm4hIrGNmelpX",6dUvmAyjqJv11TAWNoxsBP
0.818,0.856,11,-5.294,0,0.0935,0.246,0.386,0.115,0.785,106.785,35mKWzraWktvQcTGfuAHbV,205400,4,1,It Serves You Right To Suffer - The Avener Rework,44,https://p.scdn.co/mp3-preview/fe93ba119ea575ff99bdbc80384cbebf6ee0f548?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:35mKWzraWktvQcTGfuAHbV,dataset,"1yNOfXGQNGjAynk77wv85x,0e6qzpphJHtObTSwD75mi0",6dUvmAyjqJv11TAWNoxsBP
0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,2Mr1bGI2E10K7Mt1UJZ6Mw,152351,4,1,Boom Boom,61,https://p.scdn.co/mp3-preview/5400d799215e231256ab0db57d5975fb7927e75c?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2Mr1bGI2E10K7Mt1UJZ6Mw,dataset,1yNOfXGQNGjAynk77wv85x,3H0HdocoAAEEfiDfcRZauz
0.783,0.425,11,-8.377,1,0.035,0.00757,0.943,0.0727,0.321,99.05,6iPEiWr7OSz8qyu9wJPOtX,200438,4,1,Lavender,41,https://p.scdn.co/mp3-preview/f277a890b12ada872ab6785b063295c3d295484c?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:6iPEiWr7OSz8qyu9wJPOtX,dataset,"65dGLGjkw3UbddUg2GKQoZ,6qgnBH6iDM91ipVXv28OMu",6R7CVG0kOF7h0NLg10ezpZ
0.591,0.321,0,-9.202,0,0.0814,0.102,1.12e-05,0.0841,0.0795,133.8,70bx1d7tQbVm768tZKbRhn,360502,4,1,Drowning,50,https://p.scdn.co/mp3-preview/61bf1c0c7c455e11e883facc2f7011cb5e64837a?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:70bx1d7tQbVm768tZKbRhn,dataset,"1FvjvACFvko2Z91IvDljrx,65dGLGjkw3UbddUg2GKQoZ",2IjEb3Ob7GHEpLwSgaWJiX
0.43,0.508,8,-8.68,1,0.0732,0.247,0.675,0.107,0.0739,85.173,237YZd41xs9GglibyQxVrx,338794,4,1,Galatea's Guitar - Remastered,20,,1,spotify:track:237YZd41xs9GglibyQxVrx,dataset,38CPjAAqYV8lTYi6clzbjG,5yYe4JhfGHiTIPWs2AuoMJ
0.7,0.341,4,-9.454,1,0.0955,0.738,0.0,0.345,0.567,118.958,7dUCFnaGSWLH6SdDP08NLP,164933,4,1,Enormous Penis,57,https://p.scdn.co/mp3-preview/78fbba10e82eb912915c2aba0825136502121b73?cid=774b29d4f13844c495f206cafdad9c86,10,spotify:track:7dUCFnaGSWLH6SdDP08NLP,dataset,4rIDY3ojaWd7Z9ky9SFc1g,4TP4fxDJUhtN1DrQRAnG7C
0.451,0.853,8,-8.232,0,0.0507,0.0975,0.029,0.279,0.168,170.018,0i8L29BjOvNobxx8mg3zVe,209562,4,1,In The Cold,38,https://p.scdn.co/mp3-preview/01eb752944da5ddb290c25c2521d4cb93b3a7287?cid=774b29d4f13844c495f206cafdad9c86,11,spotify:track:0i8L29BjOvNobxx8mg3zVe,dataset,0p5axeJsbtTCXBrRVoKjwu,4I7uuSfSkHKJjrr1vpu4mi
0.719,0.916,1,-4.312,1,0.209,0.321,0.248,0.198,0.587,94.495,2B8lQXfBQ2kC3QNRwFds6g,192507,4,1,Left Hand Suzuki Method,34,https://p.scdn.co/mp3-preview/3b9d804622e6149d53fc196bcdd2883992a4cb80?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:2B8lQXfBQ2kC3QNRwFds6g,dataset,3AA28KZvwAUcZuOKwyblJQ,6z8arLj8lWDoxk99ayMYlz
0.4,0.553,4,-9.394,0,0.0522,0.736,0.365,0.248,0.453,75.926,6tqAkUVWAjqTzT363IzgCw,185889,4,1,Get Thy Bearings (feat. Szjerdene),44,https://p.scdn.co/mp3-preview/06d7b50f2024fa4210185bb1cc7bc51c07d71456?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:6tqAkUVWAjqTzT363IzgCw,dataset,"0cmWgDlu9CwTgxPhf403hb,5WcgyMkdfILvNCPTavIINv",75mOIzgjMsFLN5hyQlpsy8
0.529,0.172,10,-18.079,1,0.0409,0.964,0.000677,0.149,0.495,142.466,0vp54OXTLdzKMAj1x8w8X8,173827,4,1,You're Driving Me Crazy,31,https://p.scdn.co/mp3-preview/986344fba91c5c8355803b24828145b91abdf19a?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:0vp54OXTLdzKMAj1x8w8X8,dataset,3rxeQlsv0Sc2nyYaZ5W71T,3Ih8NWQfxpZAFWlYbJTuWV
0.422,0.0336,5,-25.33,0,0.0365,0.977,0.00919,0.108,0.2,133.674,4YTXCgz8veqe9fC0tDR6B1,303627,4,1,I'm Old Fashioned,44,https://p.scdn.co/mp3-preview/114230beadcc553fef0599ce66211e0355165665?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4YTXCgz8veqe9fC0tDR6B1,dataset,3rxeQlsv0Sc2nyYaZ5W71T,3Ih8NWQfxpZAFWlYbJTuWV
0.905,0.453,1,-11.888,1,0.16,0.00132,0.0873,0.112,0.243,147.038,2mfVW6i0el4OEHB67fiPb5,155297,4,1,UNDA ARMOR,57,https://p.scdn.co/mp3-preview/0453615de91fe125f8f2adfcb9935e8cbc10e07a?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:2mfVW6i0el4OEHB67fiPb5,dataset,46MWeeHNVMYRIIofQBEX98,00oRZEMdefGTngzxWArYfs
0.801,0.527,2,-9.369,0,0.0944,0.159,0.000365,0.101,0.477,140.005,5lUnRfuxQe2nQ7NGgbThPe,182297,4,1,Prey,46,https://p.scdn.co/mp3-preview/86a241b26047fc9f7d5eeae3bc2d9a528cb95fe3?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5lUnRfuxQe2nQ7NGgbThPe,dataset,039zhJoEkboZ8Ii6K40Fb6,7EHu93TNC8SAvYl7lMeQ6p
0.79,0.374,6,-9.576,1,0.332,0.839,0.864,0.0548,0.325,88.009,4CjEkkRMMKY2ROy21bFNrc,254698,4,1,Down the Line - It Takes a Number,49,https://p.scdn.co/mp3-preview/879cff21647348cad8813a8f309d9f1c34ee1c87?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:4CjEkkRMMKY2ROy21bFNrc,dataset,6d1HqiWNEKV9zFqQM9WeYo,6JgRuGcjvkFmbqHlcuD6wv
0.474,0.263,8,-10.684,1,0.0336,0.88,4.45e-05,0.123,0.458,168.683,1qhp5owrFGeZ5Jgin28nwR,308973,4,1,You've Got a Friend,69,https://p.scdn.co/mp3-preview/c14808447c02d00a8f9f315ba44acc682f1a88f5?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:1qhp5owrFGeZ5Jgin28nwR,dataset,319yZVtYM9MBGqmSQnMyY6,12n11cgnpjXKLeqrnIERoS
0.708,0.938,3,-9.969,1,0.0579,0.0213,0.902,0.0693,0.785,80.928,3Bp478Itxv8gxqqEcf8HRL,459280,4,1,Acrid Avid Jam Shred,41,https://p.scdn.co/mp3-preview/21396b0965158082d3474645f9ceaf32b3fdada8?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:3Bp478Itxv8gxqqEcf8HRL,dataset,6kBDZFXuLrZgHnvmPu9NsG,0VG7XLJ8gSynEQDVnpHNNU
0.826,0.828,6,-6.795,1,0.255,0.122,0.0,0.134,0.872,159.839,4hH99pmXR4tTUtVAdMf0kZ,247560,4,1,Slum Beautiful (feat. Cee-Lo),38,https://p.scdn.co/mp3-preview/e8b06e3d7f369f8945c9da4e419eeee00e603e98?cid=774b29d4f13844c495f206cafdad9c86,22,spotify:track:4hH99pmXR4tTUtVAdMf0kZ,dataset,"1G9G7WwrXka3Z1r7aIDjI7,5nLYd9ST4Cnwy6NHaCxbj8",2tm3Ht61kqqRZtIYsBjxEj
0.746,0.697,7,-7.104,1,0.233,0.0105,0.0,0.0459,0.452,96.716,1ZosUXeZM3qlTWdL1uTrhm,237160,4,1,Spaghetti Junction,46,https://p.scdn.co/mp3-preview/3e406f549342723545167c95a1643f86e21a39a9?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:1ZosUXeZM3qlTWdL1uTrhm,dataset,1G9G7WwrXka3Z1r7aIDjI7,2tm3Ht61kqqRZtIYsBjxEj
0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028,6glsMWIMIxQ4BedzLqGVi4,240027,3,1,"So Fresh, So Clean",70,https://p.scdn.co/mp3-preview/96ab59abaee5b4e6ee39b64d602ed626b02e0a7b?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:6glsMWIMIxQ4BedzLqGVi4,dataset,1G9G7WwrXka3Z1r7aIDjI7,2tm3Ht61kqqRZtIYsBjxEj
0.465,0.344,9,-11.563,1,0.0569,0.778,0.0323,0.643,0.298,96.139,0CYqAgOnGYAjGNcyx3lTkH,955027,4,2,Tritezas de un Doble A,18,https://p.scdn.co/mp3-preview/959957a6de8284c730243c42c9406e79fae94aa8?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0CYqAgOnGYAjGNcyx3lTkH,dataset,7dsugSamBB7enWE2IrlbFg,3md6pM7GoNvwOlwlHTzvvs
0.425,0.142,2,-13.568,1,0.0745,0.808,0.444,0.703,0.181,137.111,1F0WAZRNhCI5XIBhAfolGS,690973,4,2,Contrabajisimo,17,https://p.scdn.co/mp3-preview/a237e088ceaba1821f8068016d9b53e2eed753c3?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:1F0WAZRNhCI5XIBhAfolGS,dataset,7dsugSamBB7enWE2IrlbFg,3md6pM7GoNvwOlwlHTzvvs
0.759,0.682,5,-10.141,0,0.0474,0.182,0.0105,0.187,0.86,125.064,73w3gEb8Y5GvNHzhg2Ph93,262667,4,1,Astor,0,https://p.scdn.co/mp3-preview/7ba6dbd69d4d116a56e0f215f759a322f6dc068f?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:73w3gEb8Y5GvNHzhg2Ph93,dataset,677NtrMPiyPumrSUs8lBKk,1MqfDlvMsk6xQwISk0FYYV
0.78,0.554,9,-10.545,0,0.466,0.105,3.75e-06,0.0628,0.625,92.942,1G0nAGzDgP80qRdvDq76u4,172853,4,1,Peroxide,27,https://p.scdn.co/mp3-preview/61642d5febeb106ced34bfca29543b8fdd957c32?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:1G0nAGzDgP80qRdvDq76u4,dataset,"36zSkwftotDHslP3KUQpew,1KeJhR0ENFviw187pD4LPT,5LhTec3c7dcqBvpLRWbMcf,1AEcpjnSCmm53IBZQo3g9z,4BcZZF75gPGkjqAip062Be",3UbwOC1OgkpGXI2nUaj8cm
0.785,0.624,7,-9.984,1,0.272,0.205,0.0,0.107,0.356,91.835,185ciwUe4FUDPG7VHFNzcv,203680,4,1,Violets (feat. Phonte),49,https://p.scdn.co/mp3-preview/29125a4eb95b0be274f8109eed9bdf423c9a9cb1?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:185ciwUe4FUDPG7VHFNzcv,dataset,"0kbYTNQb4Pb1rPbbaF0pT4,5cM1PvItlR21WUyBnsdMcn,5SyCTZ8X8YQCI0J1VRp4iC",0DI27qIRQRFkXrMvHxj9yh
0.704,0.481,7,-10.643,1,0.0323,0.0266,0.0748,0.0829,0.47,118.787,1q2Jzd23O49Crk91Rijl7Y,449773,4,1,Maiysha (So Long) (feat. Erykah Badu),43,https://p.scdn.co/mp3-preview/eaee4820995d819b5973cccff1150cd7579d939f?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:1q2Jzd23O49Crk91Rijl7Y,dataset,"0kbYTNQb4Pb1rPbbaF0pT4,5cM1PvItlR21WUyBnsdMcn,7IfculRW2WXyzNQ8djX8WX",0DI27qIRQRFkXrMvHxj9yh
0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,0tNuJpBgtE65diL6Q8Q7fI,226133,4,1,On & On,70,https://p.scdn.co/mp3-preview/fcd5dbe2bad3c8c6bacbedc2f54d13c8af40d877?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:0tNuJpBgtE65diL6Q8Q7fI,dataset,7IfculRW2WXyzNQ8djX8WX,3qr4pTBWEU1SVf01j6RAx3
0.787,0.855,1,-8.152,1,0.122,0.00437,0.00218,0.0565,0.592,139.184,7JvuiP16UTKCnieS9E2Bg3,229108,4,1,Back to Basics (feat. Skepta) (Floating Points Remix),54,https://p.scdn.co/mp3-preview/a0a0f450d5fad5183ed7a33b7e766685f184fe74?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7JvuiP16UTKCnieS9E2Bg3,dataset,"6UCQYrcJ6wab6gnQ89OJFh,2p1fiYHYiXz9qi0JJyxBzN,2AR42Ur9PcchQDtEdwkv4L",5AqA9sP5nWY0Q4ysvpJOdo
0.657,0.716,9,-7.76,0,0.0264,0.2,0.000728,0.173,0.513,112.045,4xCA8KYdeVe3AmTTEYJtVp,271107,4,1,I Don't Belong,54,https://p.scdn.co/mp3-preview/a39e2be82de9518c61952bbcd0c60eb600f565e1?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4xCA8KYdeVe3AmTTEYJtVp,dataset,3SXwqSqAoBz9WCI9PDQzY6,5uvoX0fFiT1QFpZXntsI3j
0.302,0.917,2,-4.131,1,0.071,0.00491,0.0,0.129,0.442,197.964,0sxx8bEWlTBmbw0X1Abgc3,258253,4,1,A Hero's Death,56,https://p.scdn.co/mp3-preview/9017b08aa17ade07a4e9c70220471a16b928e7a6?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:0sxx8bEWlTBmbw0X1Abgc3,dataset,3SXwqSqAoBz9WCI9PDQzY6,5uvoX0fFiT1QFpZXntsI3j
0.37,0.895,11,-5.501,1,0.0902,0.00811,2.97e-05,0.0993,0.268,140.818,3rq8wrt867MobyQuum2TBp,250267,4,1,Televised Mind,56,https://p.scdn.co/mp3-preview/868f87a7ae813ae3aa7ff85e3ab9029f5405b777?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:3rq8wrt867MobyQuum2TBp,dataset,3SXwqSqAoBz9WCI9PDQzY6,5uvoX0fFiT1QFpZXntsI3j
0.593,0.241,6,-12.123,1,0.0339,0.729,3.09e-06,0.0899,0.16,141.017,63OX9HqfmiNFhpMs7uCnCO,152853,3,1,Oh Such A Spring,47,https://p.scdn.co/mp3-preview/6d65385ae9939ffaf5b722da98013125c22a627d?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:63OX9HqfmiNFhpMs7uCnCO,dataset,3SXwqSqAoBz9WCI9PDQzY6,5uvoX0fFiT1QFpZXntsI3j
0.482,0.746,2,-8.283,1,0.0275,0.437,0.947,0.127,0.121,146.018,4NBVxgAjGBJtmivNnu6mug,311610,4,1,Sister - Club Mix,28,https://p.scdn.co/mp3-preview/7137a24927ff28fa7b1fe85ef1c608db818ce014?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4NBVxgAjGBJtmivNnu6mug,dataset,"67QjO1hSxmYnra5p51qjig,18x7cMASHAS2NJ4kcLJa1u",6RzHkOZpf1KQ277WlFVUD3
0.701,0.594,5,-8.393,0,0.293,0.316,1.53e-06,0.043,0.74,172.148,7qfdK8Pyi8YViFYpeVgEqi,269733,4,1,The Sounder,34,https://p.scdn.co/mp3-preview/c3743b6569a065b53c66ba5de1aeb23c34dda781?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:7qfdK8Pyi8YViFYpeVgEqi,dataset,3AA28KZvwAUcZuOKwyblJQ,6z8arLj8lWDoxk99ayMYlz
0.742,0.815,2,-6.603,1,0.179,0.0762,0.00145,0.204,0.637,171.918,6P1SNP4w09zcvdt4oytb5d,183640,4,1,Rock the House,53,https://p.scdn.co/mp3-preview/dc5cc2d9371cec078ce0d98bf783274b916cbf35?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:6P1SNP4w09zcvdt4oytb5d,dataset,3AA28KZvwAUcZuOKwyblJQ,6z8arLj8lWDoxk99ayMYlz
0.616,0.701,11,-10.552,1,0.233,0.00308,0.000578,0.0909,0.557,168.059,4UwwYVL0qtaTedgQJQsd3p,292467,4,1,Clint Eastwood - Phi Life Cypher Version,32,https://p.scdn.co/mp3-preview/16dbcdaea57efa7b9f3749cffda6173fc28aa19c?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:4UwwYVL0qtaTedgQJQsd3p,dataset,3AA28KZvwAUcZuOKwyblJQ,6z8arLj8lWDoxk99ayMYlz
0.633,0.574,2,-9.275,1,0.0777,0.00786,0.00172,0.0707,0.522,145.098,59Hg5EqbcJFYlzwVIalAaQ,234507,4,1,Ghost Train,37,https://p.scdn.co/mp3-preview/61e93f1b62bd9c2b533667db2fc64cc070b75bed?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:59Hg5EqbcJFYlzwVIalAaQ,dataset,3AA28KZvwAUcZuOKwyblJQ,6z8arLj8lWDoxk99ayMYlz
0.764,0.5,9,-12.736,1,0.0356,0.00376,0.824,0.15,0.287,121.607,5P0yCN34eDqbDdDFEICseA,281467,4,1,Dracula,32,https://p.scdn.co/mp3-preview/55ec2e78c7d68356a407f56f94d79aa1b8b5074e?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:5P0yCN34eDqbDdDFEICseA,dataset,3AA28KZvwAUcZuOKwyblJQ,6z8arLj8lWDoxk99ayMYlz
0.792,0.818,8,-8.563,0,0.0363,0.00446,0.724,0.0652,0.898,123.007,5xwzmfxNAxZwMjznQ0eVXL,398598,4,1,Starry Night - Original Mix,63,https://p.scdn.co/mp3-preview/875ab9392bd283f66f1bd1f3f2a22c6be7d45832?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5xwzmfxNAxZwMjznQ0eVXL,dataset,2mLA48B366zkELXYx7hcDN,6EgGBFTnsLi1WZaHDtpeie
0.427,0.404,10,-18.492,0,0.0618,0.655,0.349,0.0863,0.0803,217.927,7FKhuZtIPchBVNIhFnNL5W,229067,4,1,Three,45,https://p.scdn.co/mp3-preview/043108f4f1a17677250c770f00bd2bc63bf1914e?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:7FKhuZtIPchBVNIhFnNL5W,dataset,6FXMGgJwohJLUSr5nVlf9X,5CnZjFfPDmxOX7KnWLLqpC
0.801,0.536,11,-14.334,1,0.224,0.00545,0.183,0.204,0.667,141.068,46bTgJAQkrkNRxMuFnpRyD,316440,4,1,Karmacoma,58,https://p.scdn.co/mp3-preview/754c343793f89fcfb15eed0948a69deede3cb8d1?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:46bTgJAQkrkNRxMuFnpRyD,dataset,6FXMGgJwohJLUSr5nVlf9X,5CnZjFfPDmxOX7KnWLLqpC
0.682,0.158,6,-13.428,0,0.0309,0.485,0.84,0.107,0.27,74.969,1myLAibxYp9eIqMNIju7E3,206907,4,1,Like a Stone,38,https://p.scdn.co/mp3-preview/4df9b0778fef3b13c14d37d89024f1330fd33d08?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:1myLAibxYp9eIqMNIju7E3,dataset,"6hhA8TKRNryM8FNzqCqdDO,0yz9lVc98Tji7yjwkUe7l7",1Ub34iySvUKpXmgwnHhIq9
0.797,0.376,7,-13.752,1,0.111,0.598,0.646,0.106,0.675,158.792,7lWVGjAIuksAjXKxmC5M71,136547,4,1,Chills Me to the Bone,37,https://p.scdn.co/mp3-preview/12cdbe88436cd242c3383c4c65cf387dea8f3cc9?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:7lWVGjAIuksAjXKxmC5M71,dataset,"6hhA8TKRNryM8FNzqCqdDO,0yz9lVc98Tji7yjwkUe7l7",1Ub34iySvUKpXmgwnHhIq9
0.538,0.0713,0,-17.64,1,0.0348,0.926,0.297,0.111,0.0897,105.884,1CSCelqjIlij7323g2ZtU0,97907,4,1,Close Now,36,https://p.scdn.co/mp3-preview/ea9a3e5d346dfb0b3f1e3890b1e1d5c9b9679ed0?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:1CSCelqjIlij7323g2ZtU0,dataset,"6hhA8TKRNryM8FNzqCqdDO,0yz9lVc98Tji7yjwkUe7l7",1Ub34iySvUKpXmgwnHhIq9
0.757,0.182,6,-17.171,0,0.211,0.395,0.895,0.111,0.162,75.568,0IcAQECgplKHDz6gse5JKY,131800,4,1,Thinking Of,40,https://p.scdn.co/mp3-preview/3c4ad87966580e9c9750e4d07df31da1d6dbaa84?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0IcAQECgplKHDz6gse5JKY,dataset,"6hhA8TKRNryM8FNzqCqdDO,0yz9lVc98Tji7yjwkUe7l7",1Ub34iySvUKpXmgwnHhIq9
0.612,0.286,0,-15.247,1,0.0473,0.852,0.0992,0.116,0.0943,83.57,12hXbHBh7GRFkWIH5uVsE6,203707,3,1,Hate this Pain,34,https://p.scdn.co/mp3-preview/819720c6eb19216adc25a1e3afbdcb75b3abaf8e?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:12hXbHBh7GRFkWIH5uVsE6,dataset,"6hhA8TKRNryM8FNzqCqdDO,0yz9lVc98Tji7yjwkUe7l7",1Ub34iySvUKpXmgwnHhIq9
0.84,0.47,4,-9.548,1,0.0615,0.0167,0.0122,0.0939,0.819,139.212,2H5Dflw92f2HoXBHqlLmwN,171627,4,1,I’m in the Doorway,40,https://p.scdn.co/mp3-preview/c35bff2e43ef2d012167f092fd5c7bb512f49ad2?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:2H5Dflw92f2HoXBHqlLmwN,dataset,"6hhA8TKRNryM8FNzqCqdDO,46CuxapoPjUfIOiXdNq7qM",1Ub34iySvUKpXmgwnHhIq9
0.813,0.252,7,-14.232,0,0.0556,0.755,0.667,0.128,0.762,84.576,07w7sL1ndK4hC8crqpZTDd,104040,4,1,Running Off,37,https://p.scdn.co/mp3-preview/350d2194892eef2547a59ea2580d58dbd68e07ff?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:07w7sL1ndK4hC8crqpZTDd,dataset,"6hhA8TKRNryM8FNzqCqdDO,46CuxapoPjUfIOiXdNq7qM",1Ub34iySvUKpXmgwnHhIq9
0.691,0.524,5,-9.718,1,0.16,0.197,4.29e-05,0.488,0.41,164.047,011ZwIM48eD8ee2UBpG8nK,392187,4,1,"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)",65,https://p.scdn.co/mp3-preview/eb2ce230fdc70969f29b35c4718290deaad9ef96?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:011ZwIM48eD8ee2UBpG8nK,dataset,"73sIBHcqh3Z3NyqHKZ7FOL,1URnnhqYAYcrqrcwql10ft,4ZhFCxPekpmV12n2xMeF2z,6sqZoZxe9BQwk7Zxh6STfF",600ClrWRsAr7jZ0qjaBLHz
0.621,0.538,10,-9.307,1,0.0401,0.0117,0.0189,0.583,0.311,85.977,2Aq78kKI9yuloJQkcbhQbU,367293,4,1,Time (feat. Ariana Grande),58,https://p.scdn.co/mp3-preview/97ad8dae96eb6b78f898e7681276934c7860d577?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:2Aq78kKI9yuloJQkcbhQbU,dataset,"73sIBHcqh3Z3NyqHKZ7FOL,66CXWjxzNUsdJxJ2JdwvnR",600ClrWRsAr7jZ0qjaBLHz
0.715,0.649,2,-11.294,1,0.109,0.036,0.0199,0.0795,0.478,100.077,07FOCFJhMmCVQDyWX1d3gR,212107,4,1,Algorhythm,57,https://p.scdn.co/mp3-preview/fc84e7c2c868f570483ea37496218e40d8e74bdd?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:07FOCFJhMmCVQDyWX1d3gR,dataset,73sIBHcqh3Z3NyqHKZ7FOL,600ClrWRsAr7jZ0qjaBLHz
0.608,0.648,4,-7.759,1,0.0462,0.00766,0.000126,0.206,0.354,124.211,77b2yZAntQiQjgrp4TRUHc,217657,4,1,No More Wonderland,34,https://p.scdn.co/mp3-preview/f0adbc1e33942aecd555e518bb4089731ca8fdb7?cid=774b29d4f13844c495f206cafdad9c86,15,spotify:track:77b2yZAntQiQjgrp4TRUHc,dataset,6eXZu6O7nAUA5z6vLV8NKI,4G50FUTTI4fCDyrxP1UEer
0.683,0.861,4,-6.614,0,0.0975,0.0745,0.000639,0.183,0.744,159.989,4wUkSzBjXOPCxH0RCG2GaE,146000,4,1,Come Meh Way,54,https://p.scdn.co/mp3-preview/2db8497303f9d8073c54f61963aa40ccf6be17c4?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4wUkSzBjXOPCxH0RCG2GaE,dataset,2MPHBxznH1fj59jbOWY38u,6Vs7bJcWtuyriFn0ol16lX
0.684,0.638,9,-8.279,0,0.0585,0.393,3.5e-06,0.103,0.692,126.959,2ZfVt2skRwfEq1Wb3D7GmP,203240,4,1,Hu Man,63,https://p.scdn.co/mp3-preview/20d42b49a4ed8319372ebb080a449e94b1602a09?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2ZfVt2skRwfEq1Wb3D7GmP,dataset,5z9wLR0RGBcWMXr4fCZW0K,1weDKnsUBvJMN9sdlaqC2W
0.606,0.589,7,-7.194,0,0.0456,0.75,0.0102,0.0922,0.889,174.285,4S6PolgPZ5OLph314ww8Fg,221804,4,1,Eugene,70,https://p.scdn.co/mp3-preview/57fe58a9ccff1cf27b8ef2e00e1834f576816d04?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4S6PolgPZ5OLph314ww8Fg,dataset,4kIwETcbpuFgRukE8o7Opx,7FJKoKn7zy2OET6KtiJJp7
