danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,disc_number,name,popularity,preview_url,track_number,uri,playlist,artists_id,album_id
0.681,0.903,11,-5.856,1,0.0683,0.163,5.64e-05,0.0629,0.862,157.757,4JFVL3OMGu4hVkLCTOQk8j,241560,4,1,Amore Disperato - 2004 Remaster,45,https://p.scdn.co/mp3-preview/352d977266df1201147aed8ca7ea49eae9ba990b?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4JFVL3OMGu4hVkLCTOQk8j,dataset,37x1MqNXlCtuLLYSXYX7jA,6txW541PeIFFbOkBuE4Mow
0.781,0.738,2,-7.719,1,0.0296,0.0196,0.0,0.36,0.741,128.463,172A6gbsmyhqcJzzQDUMG5,207293,4,2,Non sono una signora,46,https://p.scdn.co/mp3-preview/bb187996914df54a7f094b46af780c28e8d8b719?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:172A6gbsmyhqcJzzQDUMG5,dataset,2XpUprTohaksHpVjUtTvlx,7exX8gnlW3j2bPZmBqBFrC
0.759,0.696,7,-8.76,1,0.041,0.0319,1.37e-05,0.156,0.744,131.39,3NRk1UOIZeXAJhM5THeegV,245493,4,1,Alghero,36,https://p.scdn.co/mp3-preview/157bcb4cedf935ea2f8edd5c20c27806ed7a7233?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:3NRk1UOIZeXAJhM5THeegV,dataset,5Is5BvLZyxtBkp3VrXm5t3,4iAFY1HfNHqK1yFZ6PCo6a
0.677,0.778,0,-10.157,1,0.0668,0.526,1.54e-05,0.206,0.73,108.471,0C9rBeWAsPhmBeaYKZLN5m,275480,4,1,Figli Delle Stelle,54,https://p.scdn.co/mp3-preview/a829dd96bd19b032cf47cde6d419b701f2cea55c?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0C9rBeWAsPhmBeaYKZLN5m,dataset,7sCYC6bDTexE400qiLy4oq,517MxHAODAKO4wAr4pHVAB
0.727,0.816,2,-8.031,1,0.0428,0.301,0.0,0.594,0.623,123.089,0xZGPXJ0vzeWIcVlwI4jY8,242613,4,1,Non voglio mica la luna,48,https://p.scdn.co/mp3-preview/65da705335cc170ec8810f035ae627949c9dcc53?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0xZGPXJ0vzeWIcVlwI4jY8,dataset,3O9LDOD9Hutyg1tWnqETgH,3oBdY9Ue7M2VSMrsBfdN6s
0.69,0.904,10,-8.939,1,0.141,0.496,1.28e-06,0.0484,0.579,168.319,51e862j4kozAvx5VU9eIIJ,206000,4,1,Viva la Mamma! - Version 2,48,https://p.scdn.co/mp3-preview/5057bc454815bfb30e87ec72303e36d7c244de7f?cid=774b29d4f13844c495f206cafdad9c86,10,spotify:track:51e862j4kozAvx5VU9eIIJ,dataset,7AWtkwVftjGXkoCIEvI7fW,7I9k9cE1pYSQYuFIVcmT2A
0.702,0.855,9,-6.647,0,0.0698,0.08,0.000255,0.0733,0.855,109.455,77OdVXaJrgbXpjXscYmJRb,267093,4,1,In alto mare,48,https://p.scdn.co/mp3-preview/1c769d4cf51174e408695dd7d69b9313031bf303?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:77OdVXaJrgbXpjXscYmJRb,dataset,2XpUprTohaksHpVjUtTvlx,15j1qqUQ5TXeh9lZzuWVN6
0.704,0.707,0,-7.33,1,0.0321,0.262,4.41e-06,0.039,0.717,131.015,5DlMR554Db6jiWPRWe95al,239187,4,1,Centro Di Gravità Permanente - Remastered,59,https://p.scdn.co/mp3-preview/e92df502a60db401829374854284e3f701a703a7?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:5DlMR554Db6jiWPRWe95al,dataset,4lianjyuR1tqf6oUX8kjrZ,4lQ6HXCRFlyicu5EXpck1m
0.547,0.539,0,-14.374,1,0.2,0.117,0.0,0.357,0.775,109.928,3Qjr2mNDOn24M4Y50hR9hJ,184200,4,1,Se mi lasci non vale,54,https://p.scdn.co/mp3-preview/c60dbcb9ab3b0dc473ef7863395a710a33d24ba3?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:3Qjr2mNDOn24M4Y50hR9hJ,dataset,4etuCZVdP8yiNPn4xf0ie5,5P5PHArzbl28Rz994t3o16
0.571,0.681,9,-6.723,1,0.0306,0.0219,0.0,0.178,0.666,136.004,2C1FIKlz8OFF6UqoYTQkWg,203677,4,1,Un'estate al mare,43,https://p.scdn.co/mp3-preview/e5b5d0098df1722078a6b2d9762f2edd4049f49d?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:2C1FIKlz8OFF6UqoYTQkWg,dataset,5Is5BvLZyxtBkp3VrXm5t3,1UDH8BsuRD6xXjfNgOYjLn
0.623,0.284,10,-10.81,0,0.35,0.738,0.0,0.0812,0.905,181.273,7HgG6kaNPUltGHFP6aIS4L,208827,4,1,Tu Vuo Fà L'Americano,54,https://p.scdn.co/mp3-preview/a694448bdb007501033aa48368d893f9c82afffb?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7HgG6kaNPUltGHFP6aIS4L,dataset,5bt1p0ybrvQPJwt4YINGTF,5p0CwCbZi2nz48COtYJPz8
0.677,0.515,6,-13.964,1,0.032,0.0199,0.0,0.164,0.711,102.375,5AAPkEgrGmu6JtouFDB5nu,236573,4,1,Nell'aria,41,https://p.scdn.co/mp3-preview/eaa99fafaa0bb0a90095826c25e76979b3e83558?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:5AAPkEgrGmu6JtouFDB5nu,dataset,6IvnpywSnAcBLBjlyme9oW,0BRAV7GkbC2W5DvrRIEU7K
0.805,0.814,11,-9.298,0,0.0515,0.00853,0.456,0.0756,0.86,117.997,60TZd1La2RDTGcncjW7jVZ,260464,4,1,Blush Beat,23,https://p.scdn.co/mp3-preview/3693cde2d049f21ef1bf041571966ec1c521f20c?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:60TZd1La2RDTGcncjW7jVZ,dataset,"0uZI4sqpl7jJQ19T7dcsM8,1C2Gz0VQuVWtaLWd54ujI5,5BDKqi6ps6jHrpvY8wL1MI",5vKqYj56vl3MTiPIfVh84U
0.868,0.788,1,-4.321,1,0.0547,0.0334,2.6e-05,0.0801,0.961,114.674,2cJeoXnuWDMSRhc8quPBJB,262457,4,1,Ma quale idea,28,https://p.scdn.co/mp3-preview/37d58bac2bdf8465572d2c94d91490de25d923fe?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2cJeoXnuWDMSRhc8quPBJB,dataset,1uXGmHao7MMRBwCCncmyB6,6vUHeC9mYyb93dqV5Wuloo
0.751,0.897,1,-3.598,1,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,2cNjgoSh1TBHFQIhfzRJUE,260697,4,1,Go,61,https://p.scdn.co/mp3-preview/2865d2d86f6ae237fcdeb8a54aeb9d73347d66f0?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:2cNjgoSh1TBHFQIhfzRJUE,dataset,1GhPHrq36VKCY3ucVaZCfo,36E5LAM5D3AKnVx8s5dyc6
0.7,0.471,1,-10.073,0,0.0392,0.345,0.307,0.159,0.314,95.007,1WzgZD4VtXK7LFvPLxRJP9,278027,4,1,Magicman,28,https://p.scdn.co/mp3-preview/851004e6fb51c0fc7bcf23ba661332d4d252f54f?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:1WzgZD4VtXK7LFvPLxRJP9,dataset,0cmWgDlu9CwTgxPhf403hb,5O1rjyyCotasRfDbYx4xhL
0.821,0.376,0,-13.622,1,0.0487,0.669,1.39e-05,0.106,0.824,119.039,7j02rdE5RVtNcNMuLGY5SS,170000,4,1,Spoonful,58,https://p.scdn.co/mp3-preview/011b6cabf8d64b92079dfd1b21be2d68bdead565?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:7j02rdE5RVtNcNMuLGY5SS,dataset,0Wxy5Qka8BN9crcFkiAxSR,26TtzBrPdUkHMSTPSbctbl
0.61,0.454,4,-8.955,1,0.0488,0.0256,0.515,0.103,0.0886,90.027,369ZHVk9UlOxmRcjs6XeUr,279788,4,1,Organs,35,https://p.scdn.co/mp3-preview/f3fa1ea7071b64a53879945cc3bcb9190da632a2?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:369ZHVk9UlOxmRcjs6XeUr,dataset,2hThsqaVEAWhWPBXnaOfB9,7oFHZxaSE9WzWCi592zMhC
0.633,0.466,1,-13.25,1,0.375,0.0864,0.0,0.0968,0.229,142.181,4HusHWdTtrZjhzE0oRiGqq,148732,4,1,8+1,35,https://p.scdn.co/mp3-preview/050087e59cc6d5035592bd0b1e5cdf30b9378070?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:4HusHWdTtrZjhzE0oRiGqq,dataset,2BYHpYwXO4zi36Tf3pEH5n,40aBNoq76frGONIhIN07bF
0.653,0.956,1,-4.944,1,0.134,0.00701,0.863,0.0783,0.156,159.984,06RgxHnsKF698qlyhT9y1B,265475,4,1,M141,8,https://p.scdn.co/mp3-preview/791311dc4ab83c7e7d4f198b73646d34f5525ea1?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:06RgxHnsKF698qlyhT9y1B,dataset,6ryGFEDvM7703b889hPUFZ,3iJC6zOsnq5nzmFlzPMolJ
0.769,0.564,6,-8.511,0,0.0619,0.0439,0.0439,0.079,0.493,133.544,4T8map16qiBB1lEDIuDm4l,318307,4,1,Every Tongue Shall Tell,13,https://p.scdn.co/mp3-preview/a10969d70ef554cfae7b922ac8e5f7dbd4a6fe56?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4T8map16qiBB1lEDIuDm4l,dataset,4rVPRD5pDmkvUUSSxENlkP,3Xu2yOtnZ0iuubnCTMNXda
0.539,0.57,0,-7.332,1,0.299,0.0759,0.00141,0.129,0.511,80.927,0zIw9q8Uy1FUX0FR7SRNYt,345747,4,1,Brimstone & Fire,20,https://p.scdn.co/mp3-preview/2bff65297319532f0dc3d6e4f3d5956a73ac7c7e?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:0zIw9q8Uy1FUX0FR7SRNYt,dataset,4rVPRD5pDmkvUUSSxENlkP,3Xu2yOtnZ0iuubnCTMNXda
0.724,0.257,11,-12.126,0,0.208,0.0187,0.79,0.124,0.439,85.791,7EKmvGTLa3HtysuyvUzcN7,332013,4,1,Holy Mount Zion,11,https://p.scdn.co/mp3-preview/bdb937276c758748d128af4d49a03d54b489af5c?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:7EKmvGTLa3HtysuyvUzcN7,dataset,4rVPRD5pDmkvUUSSxENlkP,3Xu2yOtnZ0iuubnCTMNXda
0.734,0.4,10,-13.722,0,0.269,0.00852,0.497,0.0912,0.553,133.04,5fqwMwFjtp7vkqCHTyVU2J,445867,4,1,Bubble Up,18,https://p.scdn.co/mp3-preview/91a894532ee947a1209b09a6d2d29ff396c22e0f?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:5fqwMwFjtp7vkqCHTyVU2J,dataset,4rVPRD5pDmkvUUSSxENlkP,3Xu2yOtnZ0iuubnCTMNXda
0.809,0.5,8,-9.965,0,0.242,0.0195,0.885,0.127,0.518,124.494,1Jze5el7M9dRmsgsSwBIZ3,490600,4,1,Magic in the Air,11,https://p.scdn.co/mp3-preview/e4021727442f19d00eaf6416f3c96ce72d4d3cbb?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:1Jze5el7M9dRmsgsSwBIZ3,dataset,4rVPRD5pDmkvUUSSxENlkP,3Xu2yOtnZ0iuubnCTMNXda
0.697,0.598,4,-7.722,0,0.0295,0.469,0.118,0.0659,0.112,117.992,5Yc2SVCeXXcDdALmmXIslb,325806,4,1,Is It True - Four Tet Remix,56,https://p.scdn.co/mp3-preview/dba2ee7aca255a6ebb0a77dbc450d18601f5f6b0?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5Yc2SVCeXXcDdALmmXIslb,dataset,"5INjqkS1o8h1imAzPqGZBb,7Eu1txygG6nJttLHbZdQOh",35qrfQOhXIFZoLq9gNEUXM
0.687,0.195,0,-12.612,1,0.0603,0.859,0.0,0.226,0.402,125.949,6HPZo9krwjbhMGKbqVkkDQ,209387,4,1,Every Single Night,54,https://p.scdn.co/mp3-preview/993be7509e12c1aaf6078edf11a63488d4b66474?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:6HPZo9krwjbhMGKbqVkkDQ,dataset,3g2kUQ6tHLLbmkV7T4GPtL,6B5favhKTShFTjRLsKIUfa
0.392,0.393,3,-7.702,1,0.0567,0.378,0.854,0.0629,0.336,119.965,7zMmSFncdGYsdmk8qqbh8A,241141,4,1,Friend (Lover),43,https://p.scdn.co/mp3-preview/468375e7898b21482851b8359cddf1e601e3d9cc?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:7zMmSFncdGYsdmk8qqbh8A,dataset,4bODnAlydTbem2JAjDX52y,1zgJsOkVoyqKQx9dNdyDdB
0.214,0.488,1,-14.664,0,0.0795,0.917,0.935,0.108,0.0829,116.511,7AKy1RbsO4e0khS3nJIE1J,57131,4,1,Jaeune Reflection,17,https://p.scdn.co/mp3-preview/8d3122d5003a8d4027bc2b54ef52d3cf32039c39?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7AKy1RbsO4e0khS3nJIE1J,dataset,4bODnAlydTbem2JAjDX52y,1zgJsOkVoyqKQx9dNdyDdB
0.406,0.989,0,-5.328,1,0.0487,0.000996,0.385,0.165,0.469,167.741,5mfdt67K97zxMpsnNxfoQr,168480,4,1,Precaution - Remastered,20,https://p.scdn.co/mp3-preview/b1e278f5bc3d027d7a101b876be53e507890dbd4?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:5mfdt67K97zxMpsnNxfoQr,dataset,0eLbmh14uMx3VB0MPM1r4L,3SCvQ8cUMomKC2GDsTMzsb
0.632,0.636,7,-10.011,1,0.035,0.0352,0.158,0.0997,0.616,111.551,3k5oLgungD1dSOGLqQdIQw,252812,4,1,Texas Sun,61,,1,spotify:track:3k5oLgungD1dSOGLqQdIQw,dataset,"2mVVjNmdjXZZDvhgQWiakk,3qnGvpP8Yth1AqSBMqON5x",3woYZI2bFXEh5nR8KfltJ1
0.655,0.8,11,-11.549,0,0.0541,0.0337,0.888,0.0927,0.108,121.873,7n8HTBeizZPBpRHWq8ZQDT,362359,4,1,̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉ ̸ ̡ ҉ ҉.·๑ඕั ҉,42,https://p.scdn.co/mp3-preview/8d2b6f3c49acb38859a82af97032871e199772d2?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7n8HTBeizZPBpRHWq8ZQDT,dataset,1TIbqr0x8HoKzKBNtNN8wf,0unp9WDXBl9E88Ud5zLw9z
0.837,0.751,4,-8.245,1,0.0377,0.119,0.0,0.0582,0.964,120.196,7037bX3jdaUWUAXL12CHGy,190693,4,1,Sarà perché ti amo,58,https://p.scdn.co/mp3-preview/e40a273f72a5c42ae13a47b7ec74005c0b3f1d5d?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:7037bX3jdaUWUAXL12CHGy,dataset,5BwOOeKayeMZXa5SSaiRxv,0WdZQGmbPI3U7eDF5jACGi
0.517,0.583,10,-12.323,0,0.0399,0.582,6.46e-05,0.15,0.825,165.415,0vk46qEN6DEzancOurslfM,183627,4,1,Ma Che Freddo Fa,51,https://p.scdn.co/mp3-preview/0db66fba550fcd5f259cefe981fb2f600f3a2b56?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:0vk46qEN6DEzancOurslfM,dataset,37x1MqNXlCtuLLYSXYX7jA,484oWTby23satVIgHKMO0e
0.751,0.564,9,-7.879,0,0.27,0.485,4.66e-06,0.109,0.712,77.561,7wz27YjIUyJ0IAkzZqlQC6,273026,4,1,... E la luna bussò,50,https://p.scdn.co/mp3-preview/907154af499149c150739a200138cfb9dfa70336?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:7wz27YjIUyJ0IAkzZqlQC6,dataset,2XpUprTohaksHpVjUtTvlx,15j1qqUQ5TXeh9lZzuWVN6
0.498,0.418,7,-14.203,1,0.0309,0.147,0.000385,0.282,0.516,81.691,6zlBXC5HCi8Q7b7wUfr2Ph,174933,4,1,I tuoi occhi sono pieni di sale,33,https://p.scdn.co/mp3-preview/88cd63b88821fb7aaf56388cbaf30b4381f3e900?cid=774b29d4f13844c495f206cafdad9c86,8,spotify:track:6zlBXC5HCi8Q7b7wUfr2Ph,dataset,5RRPSRJpISAWEPOeSfYuhV,5YMuoXtH6tuEMgcroiuqf9
0.699,0.622,2,-17.487,1,0.0804,0.358,0.000249,0.0533,0.331,109.649,1RHsmfhU7x3uW7X1FcMpxF,339000,4,1,Ahi Maria,51,https://p.scdn.co/mp3-preview/fe4f81d4507033e91d7a98ccbc9589a6875fb186?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:1RHsmfhU7x3uW7X1FcMpxF,dataset,5RRPSRJpISAWEPOeSfYuhV,6JsAcLYwZx7DpaB7FaHXBo
0.598,0.339,5,-16.481,1,0.0381,0.475,4.65e-06,0.0746,0.466,103.012,1A6hy3VRplRzkb5yh4PIIr,283360,4,1,Nel letto di Lucia,24,https://p.scdn.co/mp3-preview/bc161f702d5b5f63fb0f6192adec1307fc8d4a2a?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:1A6hy3VRplRzkb5yh4PIIr,dataset,5RRPSRJpISAWEPOeSfYuhV,6JsAcLYwZx7DpaB7FaHXBo
0.562,0.177,0,-20.564,1,0.0323,0.7,0.0222,0.09,0.296,111.311,2ExOpaDiD714bjT8AV1TJA,282000,3,1,Resta vile maschio dove vai,33,https://p.scdn.co/mp3-preview/826a82e53ab4dc374d639040c8736c65880d38f7?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:2ExOpaDiD714bjT8AV1TJA,dataset,5RRPSRJpISAWEPOeSfYuhV,6JsAcLYwZx7DpaB7FaHXBo
0.894,0.591,0,-12.856,1,0.0605,0.0709,1.26e-05,0.251,0.99,106.025,4JR9CJfGko8dW4y8M2nMku,210000,4,1,Stoccolma,24,https://p.scdn.co/mp3-preview/520a66d6b88eff99a0b8043b36e47a1024cbd860?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:4JR9CJfGko8dW4y8M2nMku,dataset,5RRPSRJpISAWEPOeSfYuhV,3WwM7Hzi7soS5ZHUqCQvhT
0.735,0.668,4,-6.478,0,0.0382,0.175,3.22e-06,0.122,0.721,96.003,3I9rppcBa6PbFP3tJuxavG,278547,4,1,Acqua E Sale,54,https://p.scdn.co/mp3-preview/7d21051ee69d7dbd1b58900615806d17c57de08a?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:3I9rppcBa6PbFP3tJuxavG,dataset,1yq9UuPp5DIb5w6eswGbKV,59U5bUXaEwjOUuSZPH8IGh
0.7,0.738,1,-4.398,1,0.0324,0.0381,0.00527,0.22,0.796,144.035,5uTjNzGKCQ50synrf9dWmT,210267,4,1,Ritual Union,60,https://p.scdn.co/mp3-preview/56b6e208a0b1b5637612dca5bae75b86f985c1d0?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5uTjNzGKCQ50synrf9dWmT,dataset,6Tyzp9KzpiZ04DABQoedps,1BQVdofe7ROnSoaiC9418p
0.85,0.383,5,-9.812,1,0.0711,0.58,0.0,0.116,0.816,115.852,0tQfPPGlc55IQMgtYLgnBf,200160,4,1,Burdu bu (feat. Joe Perrino),7,https://p.scdn.co/mp3-preview/deaa92d4218b61acff905643552f50ac83f2147c?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:0tQfPPGlc55IQMgtYLgnBf,dataset,"2O7GEnfMd0tDvKM9zvW4pJ,6RczSd4yiRlgv7hWhSe7tg",21WlWPmCVxFasQcTZ4qFT4
0.551,0.731,6,-9.014,0,0.0271,0.117,0.272,0.266,0.308,100.0,4maUCzKk55PwT8D7qT34gx,201974,4,1,pink hue,32,https://p.scdn.co/mp3-preview/386fcc19794c4123e55f17dcf7282c709c6f4a58?cid=774b29d4f13844c495f206cafdad9c86,4,spotify:track:4maUCzKk55PwT8D7qT34gx,dataset,3S4d3YRNGg2OhnNm3QvfhA,7roxptc0x0bVtbXN2rwiHL
0.724,0.644,10,-12.264,0,0.0374,0.598,0.886,0.121,0.096,120.014,2wXD1WAXq2Z9F1bvx00K06,432000,4,1,My Life - Brian Cid Remix,20,https://p.scdn.co/mp3-preview/8064872af49740500ae02dfb010268f6f551d7b5?cid=774b29d4f13844c495f206cafdad9c86,3,spotify:track:2wXD1WAXq2Z9F1bvx00K06,dataset,"28j8lBWDdDSHSSt5oPlsX2,5INjqkS1o8h1imAzPqGZBb,2n6DGYH09XJFq4TqfeQ2G3",5gggblV8wRkava2iZLLpMk
0.719,0.594,2,-10.927,0,0.191,0.613,0.758,0.102,0.146,120.016,7DQpomTt0puWP24y8HYc4o,274707,4,1,At Birth,33,https://p.scdn.co/mp3-preview/24efe151fb5b618cd8cbd04a90a8d6a6b0efdd47?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:7DQpomTt0puWP24y8HYc4o,dataset,53KwLdlmrlCelAZMaLVZqU,4b3W3QVQ4yUHI7W4sBrSlt
0.707,0.763,7,-8.067,1,0.414,0.595,0.0,0.145,0.768,92.932,01GIcLBDhKACaEuQuz6ybj,206640,4,1,Wildflower,35,https://p.scdn.co/mp3-preview/b02b4ab8b790a6ec1251db2f8a9441e77edd216c?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:01GIcLBDhKACaEuQuz6ybj,dataset,6FD0unjzGQhX3b6eMccMJe,2jCjUgaDh9lVGju6u3cGvK
0.757,0.725,8,-6.524,1,0.303,0.369,0.00139,0.431,0.707,103.014,63LVYnGJmWjNnmHiOVsGhe,286653,4,1,Iron Maiden,53,https://p.scdn.co/mp3-preview/33936af8e3c1f7a11bcc77de4571391ffe1c17ea?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:63LVYnGJmWjNnmHiOVsGhe,dataset,"6FD0unjzGQhX3b6eMccMJe,2yQf6b8hxahZaT5dHlWaB1,0dS5xeDefwoUNasLUHnCjR",2jCjUgaDh9lVGju6u3cGvK
0.77,0.908,7,-4.867,1,0.281,0.1,0.0,0.262,0.335,112.687,4oIp1xIuxLT8DDJmzeZSAM,275427,4,1,Dragon Fire,45,https://p.scdn.co/mp3-preview/dbde904b566fcd6e1eb35924bf4a324110572176?cid=774b29d4f13844c495f206cafdad9c86,5,spotify:track:4oIp1xIuxLT8DDJmzeZSAM,dataset,"3mUHAiDazZq75gh6If5zoD,6FD0unjzGQhX3b6eMccMJe,0ME1RawvWt3qOJnYnxVqeh,099tLNCZZvtjC7myKD0mFp,2oF8U5plU0VUzt3EP0Ekna",705tt4x1hmJwhdM2I1vRmZ
0.75,0.409,8,-15.248,1,0.0468,0.205,0.136,0.0816,0.458,98.075,0H80CvMDKLYxwSq5AwwJ9S,299773,4,1,So Beautiful,54,https://p.scdn.co/mp3-preview/8e7b10873d0871f6d063888da3aa748cfdd66e5c?cid=774b29d4f13844c495f206cafdad9c86,6,spotify:track:0H80CvMDKLYxwSq5AwwJ9S,dataset,1fa0cOhromAZdq2xRA4vv8,5r8qsaGKrMvNqxrEzdMCRz
0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,0Qv7xi6uPSqH2k82tOkGSt,215400,4,1,Mad World,67,https://p.scdn.co/mp3-preview/17480da443027772738a48a26a60e1fa040b7851?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:0Qv7xi6uPSqH2k82tOkGSt,dataset,4bthk9UfsYUYdcFyqxmSUU,3sIFpEctox1XOs3FEkqrgr
0.469,0.491,9,-10.836,0,0.129,0.00377,0.000703,0.212,0.299,130.236,09Z2bg2es0ZT4ryqbMhyXw,445533,4,1,Love Forever,10,https://p.scdn.co/mp3-preview/75e2e9eab6b8231a3b8010404e63b7fa981194eb?cid=774b29d4f13844c495f206cafdad9c86,7,spotify:track:09Z2bg2es0ZT4ryqbMhyXw,dataset,2hvPjigNT7j8RZKG2qHrWA,2VmH5ZnyHaa80B8CCanY15
0.661,0.557,1,-12.537,0,0.0423,0.0266,0.803,0.0786,0.106,112.006,3IZYPSWzd185KQlI4XxSc5,442888,4,1,Wings - Floating Points Remix,32,https://p.scdn.co/mp3-preview/d00a9371a199f46e82b939839992095e8278db85?cid=774b29d4f13844c495f206cafdad9c86,9,spotify:track:3IZYPSWzd185KQlI4XxSc5,dataset,"3s9dByBqCrJP6KNZBSw2R0,2AR42Ur9PcchQDtEdwkv4L",75mOIzgjMsFLN5hyQlpsy8
0.516,0.391,2,-13.391,1,0.0284,0.55,0.874,0.897,0.492,82.65,1URRYyEeejU5VYwc8xpB5A,209047,4,1,A Calf Born in Winter,38,https://p.scdn.co/mp3-preview/af1d30cccb0361cdb28bf8eeee15fb6aa702f216?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:1URRYyEeejU5VYwc8xpB5A,dataset,2mVVjNmdjXZZDvhgQWiakk,75mOIzgjMsFLN5hyQlpsy8
0.43,0.639,3,-8.125,0,0.0401,0.132,0.942,0.196,0.171,151.437,10lGufP5RmCsUwKDTcPpxs,351876,4,1,Hedron,51,https://p.scdn.co/mp3-preview/a5dc09b0071b2bb8476cc0dd18ef9b9a8135e260?cid=774b29d4f13844c495f206cafdad9c86,10,spotify:track:10lGufP5RmCsUwKDTcPpxs,dataset,65dGLGjkw3UbddUg2GKQoZ,75mOIzgjMsFLN5hyQlpsy8
0.366,0.175,3,-15.305,1,0.0361,0.823,0.0942,0.089,0.166,144.52,5hCRaOh0DumzaAXU0ObRu0,241027,4,1,Goodbye Blue,43,,1,spotify:track:5hCRaOh0DumzaAXU0ObRu0,dataset,"65dGLGjkw3UbddUg2GKQoZ,4Js9qeA7KMFyjBYHEjFaeJ",6OuG66xTeIZgoezhUcnsmR
0.389,0.459,0,-5.865,0,0.0285,0.767,0.849,0.167,0.248,171.824,5GkByWawjHIN9OqkCxZFgh,271571,4,1,"And That, Too.",34,https://p.scdn.co/mp3-preview/e541943d85f08900a6945ef5de586eeae0118079?cid=774b29d4f13844c495f206cafdad9c86,1,spotify:track:5GkByWawjHIN9OqkCxZFgh,dataset,65dGLGjkw3UbddUg2GKQoZ,6R7CVG0kOF7h0NLg10ezpZ
0.294,0.831,5,-5.168,0,0.0408,6.06e-05,0.826,0.113,0.51,77.777,4bYhDSjJBBYlnOytuzA56d,247839,4,1,Speaking Gently,38,https://p.scdn.co/mp3-preview/1663e3390c7ff7a488ba19dabbfce9f2d9cfa678?cid=774b29d4f13844c495f206cafdad9c86,2,spotify:track:4bYhDSjJBBYlnOytuzA56d,dataset,65dGLGjkw3UbddUg2GKQoZ,6R7CVG0kOF7h0NLg10ezpZ
0.377,0.486,9,-9.355,1,0.0292,0.549,0.582,0.0712,0.197,98.972,7MBA1IcHNZLsNhCftS2O27,286780,4,1,Cashmere,33,https://p.scdn.co/mp3-preview/d49b8356691493067f03c74e4e9dcedb8cdef7ab?cid=774b29d4f13844c495f206cafdad9c86,11,spotify:track:7MBA1IcHNZLsNhCftS2O27,dataset,65dGLGjkw3UbddUg2GKQoZ,6R7CVG0kOF7h0NLg10ezpZ
