album,album_id,artist,artists_id,disc_number,name,playlist,playlist_id,popularity,preview_url,track_number,uri
Trust,4IQKpxGotCnhHIalkfopd9,Nikita Quasim,6fMGxThfrPRaeKPjRkoVp9,1,The Way I Felt Today,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,25,https://p.scdn.co/mp3-preview/2ac7ef9fdd12164aa83c800e460e0c98bdecf263?cid=e6971699b1de430f8161d4093d1d0d09,2,spotify:track:7cp3VNvhJSH4T6GaO6JWLl
Inès,73F34Ljut5Lx7Y4wf7jtw4,Soul Keita,2jRvwiJbpQKnNBXJNZa30D,1,Dusties n' 808s,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,32,https://p.scdn.co/mp3-preview/230e76bd74a5600129118986ef0d9fe0561cd61a?cid=e6971699b1de430f8161d4093d1d0d09,5,spotify:track:4nRmpjGqPeeNzztfMetkx7
Shields: B-Sides,1MPysIbKYmbuyPOo2cvPAH,Grizzly Bear,2Jv5eshHtLycR6R8KQCdc4 AND 5a0etAzO5V26gvlbmHzT9W,1,Sleeping Ute (Nicolas Jaar Remix),JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,44,https://p.scdn.co/mp3-preview/73596e3dd84815264ad6e7d6a19aec3d25353493?cid=e6971699b1de430f8161d4093d1d0d09,6,spotify:track:6sLZmlIz35Igd2Itci5484
Ride into the Unknown EP,5Z6g7PTEvaD90nU6rNdzCY,Bedouin,5bKdC6382t97Qnpvs81Rqx,1,Hologram,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,44,https://p.scdn.co/mp3-preview/8cd8da3d16be950b64112c4292369e5a368cef84?cid=e6971699b1de430f8161d4093d1d0d09,2,spotify:track:0Sivh7rHHpbe8znqIMiT7f
Dataplex,7rEvZJWAIyqFGy7X62kOq4,Ryoji Ikeda,5y835stYdAVOoNOq5EBMxz,1,Data.Simplex,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,15,https://p.scdn.co/mp3-preview/23d2383b9a96e2657a49fc6d11d1ab1a0e3ea7a5?cid=e6971699b1de430f8161d4093d1d0d09,2,spotify:track:1OF9afIgNY8z96Gck5ZjcS
BLD Remixes B,3wo0kiWBUgbqvs7Z4ogyBS,Acid Pauli,3LHqODf1hGAgZ5LTw1Gf4C AND 5nri3hyKmKBGAfvjBi0mK0,1,Jorge (Satori Remix),JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,0,,4,spotify:track:6rHvHqgMvGU5Yl1riRysdi
Ultraviolet,3cFONFMdjoCx5ybY1RJKha,Bearcubs,5iPtkyoEOCILhwFgl2a2d3,1,Paradise Lost,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,0,,10,spotify:track:7vBjkq3ITtxLjcw6htRRR7
"Sunset of a Clown, Vol. 1",4Aqg4hxJXm2X04PbrlqPHC,Soul Keita,2jRvwiJbpQKnNBXJNZa30D,1,Jude Nelson Is a Bassist,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,23,https://p.scdn.co/mp3-preview/98fecb6e2dbbb76054e4915b1f6315d97e0c71fc?cid=e6971699b1de430f8161d4093d1d0d09,3,spotify:track:09XmAiLqDgtZDmdU84Rgva
Landslide (Alyss & Bearcubs Rework),5jdb5uua5Z3dIiQLU8T4AZ,Bearcubs,5iPtkyoEOCILhwFgl2a2d3 AND 6h6jp2XsW3RvXdQs7Pfu4m,1,Landslide - Alyss & Bearcubs Rework,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,0,,1,spotify:track:7wm3bakFxCchB9RaPmhwkz
Gold Town EP,4lRnKRjkNJIDnodRWp7J4f,Stavroz,7su1fG75ZwXHA6ei9Zcy7T,1,Gold Town,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,51,https://p.scdn.co/mp3-preview/f1bab48d3be2d0a13a1c3aca5c9ab25ef156f959?cid=e6971699b1de430f8161d4093d1d0d09,3,spotify:track:7Hb5xRqDi0x1S1HQDDshIz
Cantos de Vision,2FFMtf8Log72Ow5A3ExNv5,Nicola Cruz,0OltT51j3hIkgaDJqqPzDn,1,Tzantza,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,47,https://p.scdn.co/mp3-preview/0762fe033fb77386eabe48365a7d122df60bac9e?cid=e6971699b1de430f8161d4093d1d0d09,1,spotify:track:2xixdZ2dxE00bX6A6jV17m
Visiones,62gKfe40f9KTZpkuGnbmED,Nicola Cruz,0OltT51j3hIkgaDJqqPzDn AND 36oy3scxRLRqG8uptf04vG,1,Tzantza - Simple Symmetry Remix,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,30,https://p.scdn.co/mp3-preview/457907395d430fa2815fbc523496e078d1fa6187?cid=e6971699b1de430f8161d4093d1d0d09,1,spotify:track:6biTy6ysJHR2Fhjlz4n8Ls
Visiones,62gKfe40f9KTZpkuGnbmED,Nicola Cruz,0OltT51j3hIkgaDJqqPzDn AND 6QdAAViTbB6P2XWfWFuDBV,1,Bruxo - JAJA Remix,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,35,https://p.scdn.co/mp3-preview/fcf58553041458a50f1642581c183ef71f8b8f52?cid=e6971699b1de430f8161d4093d1d0d09,2,spotify:track:3gYe1huwYTdioOT7Kob3k1
Untold / Unknown,5e0E5hdjTJA77vmTTtwOiU,Oceanvs Orientalis,3gNEIgLeknpwkNViU8WAhg,1,The Story of the Blue Snow,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,0,,2,spotify:track:2bUtmCqDIZs9DL4tC1ONf2
Dévoué EP,5vakKRXyQnWPGVqaeLVjxg,Moscoman,44F8g3iM4NgU5cisocTlTQ AND 0RqwV2D7pE9Pzjr0JCEMlU,1,Dévoué - Manfredas Remix,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,0,,4,spotify:track:4SijXTzj8COglOTbtH2nAg
With U,38gZC2f2R9PjLhfleeS6M4,Holy Other,7txCfGfh46OwoUBDPj4HKL,1,Touch,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,0,,3,spotify:track:0JIDF001wAm0sI7x41oqV6
Kasambila,4PQrenXKw4u8kuPvH4fI3W,Stavroz,7su1fG75ZwXHA6ei9Zcy7T,1,Zorrow,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,34,https://p.scdn.co/mp3-preview/6507433f84530701f89535982e7c0b1fab9a4e50?cid=e6971699b1de430f8161d4093d1d0d09,1,spotify:track:77O0WM5tFzVL4dgTN7mfJs
Allogamy,4TDJn34h55UMBelDvNmaEb,Polynation,4Rcol4u0q89lypqKI83GDz,1,Damp,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,27,https://p.scdn.co/mp3-preview/ffa97380fde5e0f0f4ded92d55455e53b877b363?cid=e6971699b1de430f8161d4093d1d0d09,2,spotify:track:4Op5xOkzl00en09AYT4cJ8
What Kind Of Man (Nicolas Jaar Remix),7lprogCTi6b8gQyvsrHkuQ,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG AND 5a0etAzO5V26gvlbmHzT9W,1,What Kind Of Man - Nicolas Jaar Remix,JAARxMOSES,6iDEKH7MUnAm81WROwqI0m,0,,1,spotify:track:49rLVVt3RIOIMMzjWLYuMf
