acousticness,album_id,artists_id,danceability,disc_number,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,name,playlist,popularity,preview_url,speechiness,tempo,time_signature,track_number,uri,valence
0.154,6XwUsOpg5LQ3ofqm1eyM1a,1mCHLu4gizrN9PwHxKrJv4,0.711,1,192000,0.862,4PqBmKuuj6kp0W80iW7GR2,1.96e-05,1,0.131,-8.806,0,Eu Só Quero um Xodó,The Sound of Everything,43,https://p.scdn.co/mp3-preview/ec27456a4822db2e4e7bde52b6b9d6ee57440af0?cid=774b29d4f13844c495f206cafdad9c86,0.0405,94.013,4,12,spotify:track:4PqBmKuuj6kp0W80iW7GR2,0.755
0.0101,5fyxHYtFxrSLg80NXvNnIa,05EZHLl1aPk4XibP2BgIrP,0.198,1,242824,0.921,5xanw4Zi56wkYAOtxOHhUG,3.81e-05,4,0.093,-4.765,0,Liquid,The Sound of Everything,30,https://p.scdn.co/mp3-preview/1cefdd5dfecac58dfda36acacda5866d3f43d7e9?cid=774b29d4f13844c495f206cafdad9c86,0.135,169.96,4,1,spotify:track:5xanw4Zi56wkYAOtxOHhUG,0.122
0.832,10Y6OiFkbi1kHkHzqLuYnR,"47rRBKkfnGlmXw8AztRvYf,71Ri5XFD0VAlIk7UnvoJLr",0.432,1,193149,0.586,3p870RDkhTTKsXL78LgH5g,0.807,5,0.218,-8.451,0,A Piece for Santur & Orchestra,The Sound of Everything,22,https://p.scdn.co/mp3-preview/6a665575e26f7d1a328e1deb0cc79badc07fdc50?cid=774b29d4f13844c495f206cafdad9c86,0.0415,125.208,4,3,spotify:track:3p870RDkhTTKsXL78LgH5g,0.592
0.652,73xpfGlBt3y7UHe0YKPLI1,"1PLrw4LgEWD2tFlAfnCWND,2MGldsFMFcnboBIAD1okNS,5d8UIfE4DtivsTxqjNn1K9",0.333,1,585482,0.303,6jli7CztvkqT31IxYGtHPe,0.003,4,0.219,-16.467,1,Raga Mishra Khamal: Thumri in Teentaal,The Sound of Everything,20,https://p.scdn.co/mp3-preview/e517254cb3012313c9db1c0a591122d7f53c2872?cid=774b29d4f13844c495f206cafdad9c86,0.0432,146.932,4,3,spotify:track:6jli7CztvkqT31IxYGtHPe,0.337
5.93e-05,5N6EUQuPNdfqqhiMs4aNjw,5AQAAs2emLmGYAd8UuNmbK,0.388,1,236451,0.945,2usMJ31niXvGKq6b9uqwVT,0.915,1,0.114,-4.965,0,Torri,The Sound of Everything,17,https://p.scdn.co/mp3-preview/0469b6783530d1c3ef87ec89459e7e46a9ee7c80?cid=774b29d4f13844c495f206cafdad9c86,0.0923,87.497,4,3,spotify:track:2usMJ31niXvGKq6b9uqwVT,0.165
0.791,6LX6cgc3VpmVozT2wz83yy,4CMEJPRpRGpW6qMvIsFgBU,0.454,1,275960,0.381,2YqGNsc93UuLNBrvHD00Jv,0.898,5,0.175,-24.602,1,Ahir Bhairav,The Sound of Everything,39,https://p.scdn.co/mp3-preview/a9bad648fcc4c77735e3914a8c3ef5181e035a11?cid=774b29d4f13844c495f206cafdad9c86,0.0439,124.613,3,3,spotify:track:2YqGNsc93UuLNBrvHD00Jv,0.0806
0.0244,7ovLeuyxekr16o0qWlUwNd,6t9sF4LQUBlChAbNIKM2OQ,0.619,1,200667,0.578,1tDsJx5q6toSxJmPwUIt0k,0.0,0,0.117,-5.237,1,Prairie Girl,The Sound of Everything,22,https://p.scdn.co/mp3-preview/b524db50032a2925e3ad7d7ab997e8c2a231c70f?cid=774b29d4f13844c495f206cafdad9c86,0.0284,98.979,4,2,spotify:track:1tDsJx5q6toSxJmPwUIt0k,0.221
0.000149,6Sa05ySGhMUYTO8HhI3lcS,4CIwd3LXEtN3xLe7PwWMNF,0.496,1,251514,0.907,16MIqM8waXb51nI94J3iAO,0.818,6,0.387,-5.401,1,Lupus Aurora,The Sound of Everything,32,https://p.scdn.co/mp3-preview/8b1e5d5362757a579574134be6ed5ae510055c0e?cid=774b29d4f13844c495f206cafdad9c86,0.054,130.017,4,2,spotify:track:16MIqM8waXb51nI94J3iAO,0.181
0.232,1P3TSQkXc66V1q31cPMN2r,"4cvioOApDsIRQKVaEnqB9z,729xe8gl4p2gvjyvu9ZI9F,3OpoSLGRWmF1tQYdLCzL0G,3PGUtR2FKO83BRbqONUSOi,2gLPsLWmFGGtoKLTK3I3hB,6AgMoNmbGsRRjrzAsESs4w",0.729,1,172187,0.668,6yntu6TLXQp6MMOJQ2xd1E,0.0,5,0.181,-4.0,1,"Detroit To Inglewood (feat. Ice Burgandy, Drego, Beno, Bandgang Masoe & VVSBeezy)",The Sound of Everything,39,https://p.scdn.co/mp3-preview/bfabbc222b119bdba384358194e98cbad14f5706?cid=774b29d4f13844c495f206cafdad9c86,0.148,174.967,4,21,spotify:track:6yntu6TLXQp6MMOJQ2xd1E,0.184
0.0644,6Lwi5PYHKYIIHDiTjTraYu,"7xSP5ABX7IOegINeUtUVay,6I8zdnP4s22cjES4v7ZlUU",0.706,1,195611,0.71,65OZiiwtjWVtS0WZdG2wmO,0.0,11,0.313,-4.572,0,Slip Away,The Sound of Everything,51,https://p.scdn.co/mp3-preview/77171dd9a3e13c126d24650d73ea2da8fc5ca7bd?cid=774b29d4f13844c495f206cafdad9c86,0.0765,160.007,4,6,spotify:track:65OZiiwtjWVtS0WZdG2wmO,0.787
0.123,6Lmx4sQJ4lUrXxY64X4oeu,"1X6dfPmF8f5C5EW3WIGfvm,4GrH6djlMelZDucxke8WAk",0.462,1,208887,0.83,2jfCy43LsFbCQoB6HyetlY,0.0,8,0.0726,-4.089,0,Let Me Love You (feat. Chris Crone),The Sound of Everything,53,https://p.scdn.co/mp3-preview/9d3f4821de3817de72b9957e4a1f72bdaf69efdc?cid=774b29d4f13844c495f206cafdad9c86,0.0673,105.058,4,1,spotify:track:2jfCy43LsFbCQoB6HyetlY,0.557
0.0255,68igswzqmuDPCzgEoHNwaT,"0rFjQZAuPOhjYhRaGHNbKR,3YZCbwdW9Gy1sZXV39uf6B",0.602,1,201800,0.954,3qoMWo1JY6FZMh1aulUIrW,0.0,11,0.322,-3.76,0,Du hast mich einmal zu oft angesehen - Xtreme Sound Mix,The Sound of Everything,49,https://p.scdn.co/mp3-preview/f951d873da2529146a37fc49af7d10dbc73e8eb5?cid=774b29d4f13844c495f206cafdad9c86,0.0415,127.968,4,16,spotify:track:3qoMWo1JY6FZMh1aulUIrW,0.901
0.991,462JtXn9Z06vahguKsFB2w,0l10h6DGD6T5u7F8NFBYwR,0.2,1,274471,0.16,2JFN6BpOTr3KPVIWVsytKc,0.0238,9,0.66,-19.025,0,"Bayu, Bayushki, Bayu",The Sound of Everything,12,https://p.scdn.co/mp3-preview/70341b87f6dca2718f986e1c42940075078901ee?cid=774b29d4f13844c495f206cafdad9c86,0.071,76.846,4,8,spotify:track:2JFN6BpOTr3KPVIWVsytKc,0.0866
0.784,3p9hgLiwCKSX5gifrwLZcf,"3Xt6zO1KF0nV7qjRl8n5gg,7Lo36lorXkk55kv3JpvA0r,4qh40ijZmUtgk7uA9MJRpR",0.439,1,379089,0.313,6gxh8WgsrlC34b1MbD7GlH,0.618,5,0.67,-16.891,1,See Rock City,The Sound of Everything,8,https://p.scdn.co/mp3-preview/6daef5630660a715c27c63b180df99efbb07a13b?cid=774b29d4f13844c495f206cafdad9c86,0.169,142.887,3,11,spotify:track:6gxh8WgsrlC34b1MbD7GlH,0.387
2.12e-05,5jt90tzKWg8AZk6keIWROj,0f87xNphOln9PY4UNcXXr4,0.631,1,373161,0.974,3LuWKd1KPzVkkKeVLFWJl6,0.733,1,0.168,-6.532,1,Warehouse Massacre,The Sound of Everything,17,https://p.scdn.co/mp3-preview/fb0298704594899aaaf40d46c9befd3552686662?cid=774b29d4f13844c495f206cafdad9c86,0.0891,155.013,4,11,spotify:track:3LuWKd1KPzVkkKeVLFWJl6,0.596
0.124,04lCryrsQwyBlX8kAhN18X,0gmyQ8yVCO4u4QZgwTnw2P,0.739,1,271893,0.828,4A9FBawjrjBwqi5lckp3hH,0.0,7,0.353,-5.794,0,Pakt,The Sound of Everything,36,https://p.scdn.co/mp3-preview/213f944fc104d3d995bc65c8e2dcc82ea2345611?cid=774b29d4f13844c495f206cafdad9c86,0.332,173.995,4,2,spotify:track:4A9FBawjrjBwqi5lckp3hH,0.294
0.00282,00UbYNcKS2BGljOkV49uHD,7i82bJxWj1Tggc7pnU1hzt,0.523,1,263973,0.974,2d0Ub2MAJUX1jwcThuxXLM,0.434,2,0.134,-5.377,1,Akróasis,The Sound of Everything,34,https://p.scdn.co/mp3-preview/c87b197cb8c8a915da6b22ff6f240aa88e7883d6?cid=774b29d4f13844c495f206cafdad9c86,0.104,108.997,4,3,spotify:track:2d0Ub2MAJUX1jwcThuxXLM,0.121
0.591,69Qj2NsnLdh8SPKjGvMztx,26shAovCKibDAdD6GpxWkn,0.349,1,141867,0.393,1XNlyFpWwqN2qSxMq8FP0f,0.85,0,0.0887,-12.255,0,Elder Scrolls III - Morrowind,The Sound of Everything,26,https://p.scdn.co/mp3-preview/54dbfae3129db64dde3d9c96f7eb21894c4417c5?cid=774b29d4f13844c495f206cafdad9c86,0.0282,86.056,3,1,spotify:track:1XNlyFpWwqN2qSxMq8FP0f,0.358
0.979,7yfc8nllfoag3eIBZiM6yw,"3fALQUIY93XYP9h7JyPeeb,5WS3dnCZR6MuN6m3dTMuwF",0.285,1,217560,0.184,0Hm6UV791ennGXDJKxCzeZ,0.0377,2,0.134,-12.579,1,(I Wish You) Peace In Your Heart,The Sound of Everything,19,https://p.scdn.co/mp3-preview/a0845f9310471344febdf7410e27fc6eb137d344?cid=774b29d4f13844c495f206cafdad9c86,0.0327,80.641,4,1,spotify:track:0Hm6UV791ennGXDJKxCzeZ,0.309
0.00135,1OKId2zwMoVaZzngQHVyyb,6YGu0Rv2120wkc4AXZSGgl,0.702,1,218483,0.74,52SPa846gRMhjujh054UFr,0.896,5,0.0481,-5.949,0,Slasherr,The Sound of Everything,36,https://p.scdn.co/mp3-preview/a27623c90ee7e85dbe40704dccfc1be6e4de8730?cid=774b29d4f13844c495f206cafdad9c86,0.173,145.05,4,2,spotify:track:52SPa846gRMhjujh054UFr,0.573
0.379,7g6Irp0CPCcBCHFveEU3vw,1SEfFbNsLpiSaaSfnEObpj,0.24,1,193533,0.195,403fajAAJutW4BiV1qvM9B,0.843,7,0.4,-13.121,0,Traditional Gaelic Melody - Remastered,The Sound of Everything,37,https://p.scdn.co/mp3-preview/e01555a9f6547abb36cd980eb059ddc556cebad8?cid=774b29d4f13844c495f206cafdad9c86,0.0356,124.383,4,2,spotify:track:403fajAAJutW4BiV1qvM9B,0.121
0.752,4B5HcezRX3rEEuRv0LrAZl,6GZrLg2hz1Kigsr3MteoOL,0.463,1,286640,0.609,09J0hzhkwRxorIZreTX7H0,0.000984,0,0.125,-6.837,1,Thursday Night,The Sound of Everything,28,https://p.scdn.co/mp3-preview/207cd2f99749b40b0d7f0333433baeebcc3d8ded?cid=774b29d4f13844c495f206cafdad9c86,0.0538,130.49,4,4,spotify:track:09J0hzhkwRxorIZreTX7H0,0.907
0.742,1S2P8vXhGh6r8KuxG2iUZJ,6BNLRJUsqAsb822EOsPDyu,0.462,1,167080,0.415,0ZDxQ7lJNzB2SXJKTLBrRe,0.0,0,0.0879,-6.527,1,Gaol Ise Gaol I (She's My Love),The Sound of Everything,30,https://p.scdn.co/mp3-preview/bd3f057fec5317301b3a01bb92d5b93ef7a6adcb?cid=774b29d4f13844c495f206cafdad9c86,0.0331,120.086,4,14,spotify:track:0ZDxQ7lJNzB2SXJKTLBrRe,0.589
0.305,71JyBw7IuXSdSS5H4PzCbm,7o8IPIdtHAkYczlG70c2NX,0.842,1,187037,0.656,1Vt8cphbp8e7v97QsdElDo,0.0,5,0.373,-5.491,0,Bill Oddy,The Sound of Everything,15,https://p.scdn.co/mp3-preview/f9122ea05f2d4bde72a447c51635edc5d7cad82e?cid=774b29d4f13844c495f206cafdad9c86,0.217,97.033,4,1,spotify:track:1Vt8cphbp8e7v97QsdElDo,0.487
0.00323,6dm9voFx7hnT12zeiT0fMj,6g8Jqb5JMfv92eB2r0awTN,0.639,1,305365,0.625,2SOTZlpxx6ed2qt8GbC2MG,0.0071,4,0.101,-8.628,0,The Turning of Our Bones,The Sound of Everything,28,https://p.scdn.co/mp3-preview/3c18b8959764ff5c7a6c9f4e7ecda08ba5d766d3?cid=774b29d4f13844c495f206cafdad9c86,0.0485,96.99,4,1,spotify:track:2SOTZlpxx6ed2qt8GbC2MG,0.582
0.00103,6MgzVMbgBQ0ulwmQPX4awJ,5CCljDXj1ElkGUrKhVtnKj,0.474,1,247587,0.859,5hyjuybY3PljnkJqCf7H8J,0.0456,4,0.113,-3.998,1,Deerheart,The Sound of Everything,3,https://p.scdn.co/mp3-preview/9d41fc09af0f7d74af501a8aec9d5ccf62c9922e?cid=774b29d4f13844c495f206cafdad9c86,0.0717,132.014,4,2,spotify:track:5hyjuybY3PljnkJqCf7H8J,0.402
0.000579,3FN6mxX8BNkbhNhD3P434b,6KNqvxgfYVRSzgAE1j2UT5,0.673,1,217280,0.574,5VOGtCbMAu7O1IILI2VcCj,0.00483,11,0.0712,-6.56,1,Absurd,The Sound of Everything,42,https://p.scdn.co/mp3-preview/9e8581cad57f352285d12e5d7418673953acdf44?cid=774b29d4f13844c495f206cafdad9c86,0.0429,132.992,4,2,spotify:track:5VOGtCbMAu7O1IILI2VcCj,0.587
0.463,5pu3RsdXb2UwqUMY31ZskM,5Yb1aFMX9xNtjFVDSdt2ZL,0.302,1,509307,0.48,5aoW64gTKjqnGJVXavPXFB,0.828,5,0.108,-12.55,1,Jig,The Sound of Everything,30,https://p.scdn.co/mp3-preview/0bfab1db1fac78340d13b2555c5b0cc75665787b?cid=774b29d4f13844c495f206cafdad9c86,0.033,89.837,4,1,spotify:track:5aoW64gTKjqnGJVXavPXFB,0.434
0.000449,5vQ8OjVMsjP50ki4LwaH82,5ZvwJikDgdP1PFU4PkAPVG,0.359,1,252333,0.979,68ae1LwQdpHhYwPrz7rTdl,0.000282,6,0.326,-5.599,0,The End of All We Know,The Sound of Everything,49,https://p.scdn.co/mp3-preview/711434f4c2c63b2d8382a33e6b4605da4cfb2474?cid=774b29d4f13844c495f206cafdad9c86,0.0866,149.026,4,1,spotify:track:68ae1LwQdpHhYwPrz7rTdl,0.303
0.102,5KcrjSFjcLL9pdGaSSkOlp,7sbwBqdkynNUDgiWU3TQ5J,0.626,1,240080,0.863,7kJXjcl5lk7g7fNQAVVpkl,0.0,0,0.154,-4.862,1,Somewhere in My Heart,The Sound of Everything,53,https://p.scdn.co/mp3-preview/673b2c490fae801a32c0265357f4d337525376b8?cid=774b29d4f13844c495f206cafdad9c86,0.0295,133.843,4,5,spotify:track:7kJXjcl5lk7g7fNQAVVpkl,0.56
0.427,13OMPKBHObKlbkETHkR9vF,2joM6qlFjM8N0sGaZdzadm,0.715,1,180187,0.534,4DTQbdm7gYaF77NwQG6gDN,0.0,3,0.134,-9.691,1,Antlers,The Sound of Everything,10,https://p.scdn.co/mp3-preview/92de13f4b019e2a568d0d2ff7cee3878aaa104ea?cid=774b29d4f13844c495f206cafdad9c86,0.034,119.994,4,1,spotify:track:4DTQbdm7gYaF77NwQG6gDN,0.613
0.0237,0G6y7AwjEyamcdXgX6o9zw,5SP6T04F8Ic9oftMVfdKkp,0.449,1,316053,0.665,4n891jBZgtsfEHzdzX9zLW,0.669,3,0.16,-9.351,1,Melin Wynt,The Sound of Everything,39,https://p.scdn.co/mp3-preview/1880a8e4efc5ada19a77e8b5fe9ace80c7def169?cid=774b29d4f13844c495f206cafdad9c86,0.0276,143.997,4,2,spotify:track:4n891jBZgtsfEHzdzX9zLW,0.467
0.943,6NjAHLuHvBhzjA3yqY1AKU,"5qP1QgTFbxBrG4WXN0gRrq,72zr6hTSr85kBmNqaCMtwh",0.394,1,320000,0.461,0uSMVtvvdUPUuhvqHznqXI,0.941,9,0.153,-11.602,1,Sisters,The Sound of Everything,19,https://p.scdn.co/mp3-preview/c812d43c506dbd6a3fd40cfae9da0352acfcbfc9?cid=774b29d4f13844c495f206cafdad9c86,0.0314,132.704,4,1,spotify:track:0uSMVtvvdUPUuhvqHznqXI,0.618
3.96e-05,3bTYBlXA4Sb64MTsSmlPbI,0Y0Kj7BOR5DM0UevuY7IvO,0.719,1,363978,0.788,6dyRyzGgmVYU3RQ1a82RAZ,0.813,8,0.108,-8.551,0,Vapour,The Sound of Everything,38,https://p.scdn.co/mp3-preview/ae4587053a504774b0dd105b760a6214ba51df74?cid=774b29d4f13844c495f206cafdad9c86,0.0395,128.981,4,1,spotify:track:6dyRyzGgmVYU3RQ1a82RAZ,0.217
0.0505,0a7BQw7KAbmzqXoSZRz2Yw,"12btqMALuDP0zX2CvQNAKk,02mx181VRNrAz6e3nMDhCg",0.81,1,152667,0.571,7bDLeeevde7pL8lHtub5Fc,0.000202,7,0.364,-8.848,1,Pretty Girl with a Crooked Smile,The Sound of Everything,30,https://p.scdn.co/mp3-preview/458d4d638554bab1926323bd6050d53d0d150aac?cid=774b29d4f13844c495f206cafdad9c86,0.0455,92.993,4,5,spotify:track:7bDLeeevde7pL8lHtub5Fc,0.718
0.0277,0TZEE6mG7BnAq2iOHtmgz3,"0ekK352BUEA00cnbGeOLkO,4G1zP5i0r57g1c1CxrPhfM",0.607,1,130064,0.719,1TisGU2iKuIvJUm23gAg6d,0.0,8,0.465,-4.086,1,Jungle Klipped (feat. ZillaKami),The Sound of Everything,40,https://p.scdn.co/mp3-preview/331e6f0913574083ee44517c7b623593de481402?cid=774b29d4f13844c495f206cafdad9c86,0.117,140.08,4,1,spotify:track:1TisGU2iKuIvJUm23gAg6d,0.213
0.659,0Q6C8p6g47jEOU6G7SoRrS,5n71fmAB8Un2IfAPn64erN,0.484,1,158960,0.405,15n4p6R6Tuht5KAgK3g3IX,0.0,7,0.0893,-11.089,1,Emily,The Sound of Everything,52,https://p.scdn.co/mp3-preview/7c3025109fa8daebfca7c15e9c2034a9c645e787?cid=774b29d4f13844c495f206cafdad9c86,0.032,148.551,4,6,spotify:track:15n4p6R6Tuht5KAgK3g3IX,0.376
0.000509,4DIudKvs1OFQRTd6Aw4QFD,41PLS4hpBNijI37EGnUJsx,0.317,1,257027,0.932,5jPNSXFUA7J9a9iMt6K0cP,2.34e-05,9,0.191,-3.536,1,A Fire In My Heart,The Sound of Everything,30,https://p.scdn.co/mp3-preview/2a4c2dda39005c04dc7475ce173a5be353132ec6?cid=774b29d4f13844c495f206cafdad9c86,0.175,109.851,4,2,spotify:track:5jPNSXFUA7J9a9iMt6K0cP,0.277
0.158,5LSRm3LSPrKw3COz8jPPEV,4CgpcRPLCO7tZulxqRrhpi,0.573,1,252893,0.704,0N0N3DaEk3iaMdNeBaNS7j,0.00297,9,0.131,-4.933,1,My Volvo,The Sound of Everything,20,https://p.scdn.co/mp3-preview/d032fae977861dfa2f09108e6b50b2375ebe4049?cid=774b29d4f13844c495f206cafdad9c86,0.237,171.927,4,5,spotify:track:0N0N3DaEk3iaMdNeBaNS7j,0.654
0.0107,7CzuB7MJ8s2V7dzXP0kXrN,"6CD0HbcaKmuVB3NHJJgSdH,2wJ4vsxWd7df7dRU4KcoDe",0.606,1,202493,0.62,1sD8x8JEXlt2uCjbFSaB3U,0.000903,8,0.106,-5.787,1,Impossible Weight (Feat. Sharon Van Etten),The Sound of Everything,47,https://p.scdn.co/mp3-preview/01a93acde3164707e781f4278937b43fb535cb60?cid=774b29d4f13844c495f206cafdad9c86,0.0461,124.169,4,4,spotify:track:1sD8x8JEXlt2uCjbFSaB3U,0.667
0.029,5c92XNwoGcrQ4rWUX2M3aK,5o1BnhK2ziS42PCJMuiGd6,0.152,1,558884,0.671,390fYdvfqp2CRdeqonosQv,0.264,6,0.104,-6.903,1,Lonely Lyle,The Sound of Everything,36,https://p.scdn.co/mp3-preview/9a1f4db6fba18af0f4bcf1a18fcab7f71e2158e9?cid=774b29d4f13844c495f206cafdad9c86,0.0524,84.553,4,9,spotify:track:390fYdvfqp2CRdeqonosQv,0.037
0.352,5CURW0aU2HLzaGfVlU4Nsz,10NEMYLJwVvYSvtvZn5Ipz,0.662,1,307693,0.88,5Qz8SdojhHa5dKDF3FMD4K,0.0157,0,0.106,-5.451,0,Sweet Dreams Are Made Of This,The Sound of Everything,31,https://p.scdn.co/mp3-preview/c2d7148a24684c28c93dabae44591ed3e69db50a?cid=774b29d4f13844c495f206cafdad9c86,0.0528,126.883,4,2,spotify:track:5Qz8SdojhHa5dKDF3FMD4K,0.862
0.989,38iufcaZzwIOIqTwlhvBCg,5Awz1emqsABeXmbv3HMnXS,0.488,1,181333,0.0299,5oM188nBSaXaTimdP5KZ0e,0.0,9,0.0659,-20.75,0,Durme querido hijico,The Sound of Everything,33,https://p.scdn.co/mp3-preview/5110a54c67cae2e045c15d3d6fe8d69c696923f4?cid=774b29d4f13844c495f206cafdad9c86,0.0465,108.291,4,1,spotify:track:5oM188nBSaXaTimdP5KZ0e,0.635
0.154,6KeVT9o7E0gqnyhugESYnh,2OIKHs5XFIbEcwpLaIdLSo,0.553,1,273240,0.754,2Bqtk3rEMJNCLGoGY52Xkd,1.01e-05,11,0.0758,-7.793,0,Rev nou ancétres,The Sound of Everything,27,https://p.scdn.co/mp3-preview/1eeba3408b1623e341ec362b946bc56e6f8feae2?cid=774b29d4f13844c495f206cafdad9c86,0.0566,170.838,3,16,spotify:track:2Bqtk3rEMJNCLGoGY52Xkd,0.963
0.216,0BK5lSpjL5MLgi8U6J0QyD,3mKlu8EOxqgz8FGQzhoZI1,0.714,1,242267,0.926,3TytI9LFOL2aByywkSKDvP,0.0,7,0.634,-6.514,1,Li tourné - Version ambiance,The Sound of Everything,28,https://p.scdn.co/mp3-preview/5d342d11b59872941f79192e193795f7984dd606?cid=774b29d4f13844c495f206cafdad9c86,0.0537,129.996,4,11,spotify:track:3TytI9LFOL2aByywkSKDvP,0.952
0.0357,0t5SvO8PbUct9yZLE38Fbl,1cXxia1Q2VDTjWe8X2Jydm,0.595,1,251320,0.979,1wstHd1OmAsH1Sy9qcPhrk,0.0,9,0.293,-1.61,1,GO! GO! MANIAC,The Sound of Everything,42,https://p.scdn.co/mp3-preview/2b45df2c83e2adcd8a8ea6c998a447eab57c95f3?cid=774b29d4f13844c495f206cafdad9c86,0.0678,124.986,4,1,spotify:track:1wstHd1OmAsH1Sy9qcPhrk,0.83
0.00308,3nZRen2XIx53Hmzt9D8j3N,4hJl41jTq14yNuc1f3bLe6,0.423,1,277587,0.904,1CNoDPlTxopkb9gDvDV9QC,2.01e-06,8,0.0476,-3.074,1,youthful beautiful,The Sound of Everything,35,https://p.scdn.co/mp3-preview/00cca42f314763d024fdfbf79da8fc1c753e5311?cid=774b29d4f13844c495f206cafdad9c86,0.0698,168.0,4,1,spotify:track:1CNoDPlTxopkb9gDvDV9QC,0.412
0.00564,2KIZWWCSDwhKr1erbMnY3z,5Qw3RHD3R95D98alngBJOZ,0.755,1,201960,0.677,5JrT4NhJkLGTKoIiPani66,0.0,0,0.113,-8.478,0,De Alma na Paixão,The Sound of Everything,36,https://p.scdn.co/mp3-preview/9f9beaae8ea2af7b14b22db27cb30f2c3418ab11?cid=774b29d4f13844c495f206cafdad9c86,0.106,99.991,4,4,spotify:track:5JrT4NhJkLGTKoIiPani66,0.856
0.903,38pcdcadHZanTCH059JTBl,3zFDFDCqO5UONM9pxVsVqh,0.75,1,239147,0.313,3ZHMpOHZktAISTZlrZIror,0.000273,1,0.113,-11.491,0,Sore,The Sound of Everything,24,https://p.scdn.co/mp3-preview/51b697a73d0cd962484fce62758d3d65d20c647f?cid=774b29d4f13844c495f206cafdad9c86,0.0327,117.938,4,1,spotify:track:3ZHMpOHZktAISTZlrZIror,0.249
0.00228,5Xb1mbwdV9LMnbvqMnzPPN,3ngJ0aNZVOMPINzV9pukj6,0.601,1,205707,0.822,6HtoRgA8te4dmObMMfqUdw,0.000263,8,0.356,-5.801,1,Kad Se Neko Nečem Dobrom Nada,The Sound of Everything,23,https://p.scdn.co/mp3-preview/4d93b4cb48feae4bedcd1e7d363384de98e9b094?cid=774b29d4f13844c495f206cafdad9c86,0.0319,122.061,4,1,spotify:track:6HtoRgA8te4dmObMMfqUdw,0.147
0.194,7AFuyw0YBKPKNoAt6900If,"42qziEWi03l5PmI8bafqsB,00LK2r8M4QzXJWVB8lK2OF",0.778,1,246562,0.772,26reTMgAh7UFyckvxSM7N9,0.000924,2,0.223,-8.891,0,Krivi čas,The Sound of Everything,1,https://p.scdn.co/mp3-preview/9b6ce228e98526adea214cb0e4a89c71b3742f0d?cid=774b29d4f13844c495f206cafdad9c86,0.0424,127.99,4,1,spotify:track:26reTMgAh7UFyckvxSM7N9,0.192
0.558,2SR0sQ4RghJ36Al5Ke9NQ5,6yKU73GScPUGxItMjEZoYs,0.611,1,209787,0.449,0DxKjSQN3wM8FaICohVonA,0.0,9,0.116,-4.251,0,Pozdravi je pozdravi,The Sound of Everything,23,https://p.scdn.co/mp3-preview/3f42249b362096b4cc3c0ff84703668f929252b1?cid=774b29d4f13844c495f206cafdad9c86,0.0285,108.76,4,1,spotify:track:0DxKjSQN3wM8FaICohVonA,0.87
0.197,2xbZ5GyDxZsQGJdzYhbvSO,7BX6qYxFUopITZy5m8DkHd,0.712,1,157707,0.798,1tgm4QdieGkIZfK9F98jAB,0.0,4,0.103,-4.907,0,40 Lajni,The Sound of Everything,30,https://p.scdn.co/mp3-preview/5c019ea9e73ee4d90eab37bae1d017fda73032bf?cid=774b29d4f13844c495f206cafdad9c86,0.233,85.034,4,14,spotify:track:1tgm4QdieGkIZfK9F98jAB,0.463
0.051,3MSZRYnD6GqLzWGb9X0DZX,2lx0cu9FDiqPFvaCF8k176,0.698,1,451587,0.526,6s90ecOnfVjwYw9CZoIb2F,0.198,11,0.0947,-13.781,0,Zapremina Tela,The Sound of Everything,23,https://p.scdn.co/mp3-preview/d8b0b15d0f5a03e04662283bb9f8ebea89cdb9cc?cid=774b29d4f13844c495f206cafdad9c86,0.0297,144.56,4,12,spotify:track:6s90ecOnfVjwYw9CZoIb2F,0.966
7.59e-05,68ilUSCImFIXw2dCTyoozj,1SkjGXX3V3THe2sg46sfBN,0.559,1,176939,0.964,2mAuvauSk7Bh39cil5j6N7,9.79e-06,6,0.0846,-3.473,0,Papučar,The Sound of Everything,19,https://p.scdn.co/mp3-preview/83480c33382ea0753de9a5fcb87ed58146d2cb91?cid=774b29d4f13844c495f206cafdad9c86,0.1,154.002,4,3,spotify:track:2mAuvauSk7Bh39cil5j6N7,0.849
0.981,6nd5V17hEwIjUkerlHOZvi,"55ey4I8qx9nDDuGg17sbAC,43mZW2PUdrjsgeEqQeqipz,592Pn529D4CnFrIBMdXHVv",0.127,1,140600,0.0117,2coSNHkg90mLcj6ihjBybg,2.47e-06,9,0.161,-29.657,0,Tartiniana seconda: I. Pastorale,The Sound of Everything,18,https://p.scdn.co/mp3-preview/e74dc2b1a492a9899a14e8696afe5ef9d3256034?cid=774b29d4f13844c495f206cafdad9c86,0.0495,173.297,3,24,spotify:track:2coSNHkg90mLcj6ihjBybg,0.133
0.528,6AW51ww4T6cgKSxfj9PybR,"5JXhkyafynxCvxtov7C1PV,1AL2GKpmRrKXkYIcASuRFa",0.582,1,181279,0.899,2pBEAodCImE4LgbKAG4bfz,0.0,5,0.247,-3.531,1,Último Beijo,The Sound of Everything,77,https://p.scdn.co/mp3-preview/2238820588df0e1f71934060ed630beb52a9af1e?cid=774b29d4f13844c495f206cafdad9c86,0.143,156.621,4,1,spotify:track:2pBEAodCImE4LgbKAG4bfz,0.612
